gid,crop,activity,start_time,end_time
2556.0,Wheat/Barley,flowering,2020-09-06,2020-09-25
2556.0,Wheat/Barley,harvesting,2020-11-09,2020-12-09
2556.0,Wheat/Barley,planting,2020-07-02,2020-07-12
2556.0,Wheat/Barley,prep,2020-02-08,2020-06-07
2556.0,Wheat/Barley,tasseling,2020-10-11,2020-11-09
2557.0,Millet,flowering,2020-08-21,2020-09-11
2557.0,Millet,harvesting,2020-10-10,2020-10-25
2557.0,Millet,planting,2020-07-08,2020-07-22
2557.0,Millet,prep,2020-05-13,2020-06-12
2557.0,Millet,tasseling,2020-09-16,2020-09-25
2557.0,Teff,flowering,2020-09-11,2020-10-25
2557.0,Teff,harvesting,2020-12-09,2020-12-31
2557.0,Teff,planting,2020-07-12,2020-08-05
2557.0,Teff,prep,2020-03-14,2020-07-07
2557.0,Teff,tasseling,2020-11-08,2020-11-24
2557.0,Wheat/Barley,flowering,2020-09-11,2020-10-10
2557.0,Wheat/Barley,harvesting,2020-11-10,2020-11-09
2557.0,Wheat/Barley,planting,2020-06-12,2020-07-18
2557.0,Wheat/Barley,prep,2020-03-24,2020-06-12
2557.0,Wheat/Barley,tasseling,2020-10-11,2020-10-30
2558.0,Millet,flowering,2020-08-07,2020-09-05
2558.0,Millet,harvesting,2020-09-16,2020-09-25
2558.0,Millet,planting,2020-07-07,2020-07-17
2558.0,Millet,prep,2020-05-23,2020-06-12
2558.0,Millet,tasseling,2020-09-06,2020-09-15
2558.0,Teff,flowering,2020-09-15,2020-09-10
2558.0,Teff,harvesting,2020-11-24,2020-12-24
2558.0,Teff,planting,2020-07-17,2020-08-01
2558.0,Teff,prep,2020-03-19,2020-07-12
2558.0,Teff,tasseling,2020-10-15,2020-11-14
2558.0,Wheat/Barley,flowering,2020-08-21,2020-09-10
2558.0,Wheat/Barley,harvesting,2020-10-25,2020-11-14
2558.0,Wheat/Barley,planting,2020-06-20,2020-07-07
2558.0,Wheat/Barley,prep,2020-03-19,2020-06-19
2558.0,Wheat/Barley,tasseling,2020-09-15,2020-10-10
2561.0,Teff,flowering,2020-09-25,2020-10-25
2561.0,Teff,harvesting,2020-11-21,2020-12-31
2561.0,Teff,planting,2020-07-20,2020-08-06
2561.0,Teff,prep,2020-03-10,2020-07-12
2561.0,Teff,tasseling,2020-10-11,2020-11-24
2561.0,Wheat/Barley,flowering,2020-09-05,2020-09-25
2561.0,Wheat/Barley,harvesting,2020-10-25,2020-12-09
2561.0,Wheat/Barley,planting,2020-07-02,2020-07-17
2561.0,Wheat/Barley,prep,2020-03-03,2020-06-27
2561.0,Wheat/Barley,tasseling,2020-09-20,2020-10-20
2562.0,Teff,flowering,2020-08-26,2020-09-11
2562.0,Teff,harvesting,2020-11-10,2020-12-24
2562.0,Teff,planting,2020-07-08,2020-07-27
2562.0,Teff,prep,2020-03-10,2020-06-22
2562.0,Teff,tasseling,2020-09-22,2020-10-25
2562.0,Wheat/Barley,flowering,2020-08-21,2020-09-04
2562.0,Wheat/Barley,harvesting,2020-10-11,2020-11-24
2562.0,Wheat/Barley,planting,2020-06-22,2020-07-12
2562.0,Wheat/Barley,prep,2020-02-08,2020-06-06
2562.0,Wheat/Barley,tasseling,2020-09-06,2020-09-25
2563.0,Beans,flowering,2020-08-07,2020-10-10
2563.0,Beans,harvesting,2020-11-24,2020-12-09
2563.0,Beans,planting,2020-06-22,2020-07-12
2563.0,Beans,prep,2020-03-09,2020-05-08
2563.0,Beans,tasseling,2020-10-11,2020-11-09
2563.0,Wheat,flowering,2020-09-10,2020-10-10
2563.0,Wheat,harvesting,2020-11-24,2020-12-31
2563.0,Wheat,planting,2020-06-22,2020-07-27
2563.0,Wheat,prep,2020-03-09,2020-06-22
2563.0,Wheat,tasseling,2020-10-11,2020-12-09
2564.0,Barley,flowering,2020-09-11,2020-10-10
2564.0,Barley,harvesting,2020-12-10,2020-12-31
2564.0,Barley,planting,2020-06-18,2020-06-27
2564.0,Barley,prep,2020-02-08,2020-05-26
2564.0,Barley,tasseling,2020-10-11,2020-11-10
2564.0,Wheat,flowering,2020-09-25,2020-10-25
2564.0,Wheat,harvesting,2020-12-12,2020-12-31
2564.0,Wheat,planting,2020-07-02,2020-07-22
2564.0,Wheat,prep,2020-02-08,2020-06-22
2564.0,Wheat,tasseling,2020-10-20,2020-11-24
2566.0,Wheat/Barley,flowering,2020-09-11,2020-10-10
2566.0,Wheat/Barley,harvesting,2020-12-10,2020-12-31
2566.0,Wheat/Barley,planting,2020-07-08,2020-07-22
2566.0,Wheat/Barley,prep,2020-02-09,2020-07-02
2566.0,Wheat/Barley,tasseling,2020-10-11,2020-11-24
2566.0,other/non_specified,flowering,2020-09-05,2020-10-10
2566.0,other/non_specified,harvesting,2020-11-24,2020-12-14
2566.0,other/non_specified,planting,2020-07-08,2020-07-17
2566.0,other/non_specified,prep,2020-02-09,2020-07-02
2566.0,other/non_specified,tasseling,2020-10-11,2020-11-09
2567.0,Teff,flowering,2020-10-11,2020-10-25
2567.0,Teff,harvesting,2020-12-24,2020-12-31
2567.0,Teff,planting,2020-07-22,2020-07-29
2567.0,Teff,prep,2020-03-03,2020-07-17
2567.0,Teff,tasseling,2020-10-25,2020-11-24
2567.0,Wheat/Barley,flowering,2020-09-05,2020-09-30
2567.0,Wheat/Barley,harvesting,2020-11-29,2020-12-31
2567.0,Wheat/Barley,planting,2020-07-02,2020-07-17
2567.0,Wheat/Barley,prep,2020-02-22,2020-06-27
2567.0,Wheat/Barley,tasseling,2020-09-30,2020-11-14
2568.0,Wheat/Barley,flowering,2020-09-11,2020-10-10
2568.0,Wheat/Barley,harvesting,2020-11-29,2020-12-31
2568.0,Wheat/Barley,planting,2020-07-02,2020-07-19
2568.0,Wheat/Barley,prep,2020-02-23,2020-06-22
2568.0,Wheat/Barley,tasseling,2020-10-25,2020-11-24
2568.0,other/non_specified,flowering,2020-09-05,2020-09-15
2568.0,other/non_specified,harvesting,2020-12-10,2020-12-31
2568.0,other/non_specified,planting,2020-05-15,2020-06-07
2568.0,other/non_specified,prep,2020-02-09,2020-05-08
2568.0,other/non_specified,tasseling,2020-10-25,2020-11-24
2569.0,Barley,flowering,2020-09-25,2020-11-04
2569.0,Barley,harvesting,2020-12-31,2020-12-31
2569.0,Barley,planting,2020-05-23,2020-06-22
2569.0,Barley,prep,2020-03-24,2020-04-18
2569.0,Barley,tasseling,2020-11-10,2020-12-09
2569.0,Wheat,flowering,2020-09-20,2020-10-20
2569.0,Wheat,harvesting,2020-12-24,2020-12-31
2569.0,Wheat,planting,2020-06-22,2020-07-22
2569.0,Wheat,prep,2020-05-09,2020-06-12
2569.0,Wheat,tasseling,2020-11-10,2020-12-09
2571.0,Teff,flowering,2020-09-11,2020-10-21
2571.0,Teff,harvesting,2020-11-19,2020-12-29
2571.0,Teff,planting,2020-07-17,2020-08-01
2571.0,Teff,prep,2020-05-09,2020-07-08
2571.0,Teff,tasseling,2020-10-30,2020-12-09
2571.0,Wheat/Barley,flowering,2020-08-31,2020-10-10
2571.0,Wheat/Barley,harvesting,2020-10-20,2020-12-31
2571.0,Wheat/Barley,planting,2020-07-02,2020-07-22
2571.0,Wheat/Barley,prep,2020-02-08,2020-06-22
2571.0,Wheat/Barley,tasseling,2020-09-25,2020-11-09
2577.0,Beans,flowering,2020-09-11,2020-10-15
2577.0,Beans,harvesting,2020-11-21,2020-12-04
2577.0,Beans,planting,2020-06-22,2020-07-07
2577.0,Beans,prep,2020-04-09,2020-05-25
2577.0,Beans,tasseling,2020-09-20,2020-10-30
2577.0,Wheat,flowering,2020-09-20,2020-10-15
2577.0,Wheat,harvesting,2020-12-08,2020-12-31
2577.0,Wheat,planting,2020-07-08,2020-07-22
2577.0,Wheat,prep,2020-04-09,2020-06-07
2577.0,Wheat,tasseling,2020-10-20,2020-11-21
2578.0,Other,flowering,2020-09-27,2020-10-25
2578.0,Other,harvesting,2020-11-24,2020-12-09
2578.0,Other,planting,2020-07-02,2020-07-12
2578.0,Other,prep,2020-05-23,2020-06-07
2578.0,Other,tasseling,2020-10-26,2020-11-19
2578.0,Wheat,flowering,2020-09-30,2020-10-20
2578.0,Wheat,harvesting,2020-12-24,2020-12-31
2578.0,Wheat,planting,2020-07-08,2020-07-22
2578.0,Wheat,prep,2020-03-10,2020-06-07
2578.0,Wheat,tasseling,2020-11-04,2020-12-09
2580.0,Teff,flowering,2020-10-10,2020-11-09
2580.0,Teff,harvesting,2020-12-24,2020-12-31
2580.0,Teff,planting,2020-07-22,2020-08-01
2580.0,Teff,prep,2020-04-09,2020-07-17
2580.0,Teff,tasseling,2020-11-24,2020-12-09
2580.0,Wheat,flowering,2020-09-25,2020-10-10
2580.0,Wheat,harvesting,2020-11-24,2020-12-29
2580.0,Wheat,planting,2020-07-02,2020-07-22
2580.0,Wheat,prep,2020-04-09,2020-06-07
2580.0,Wheat,tasseling,2020-10-25,2020-11-09
2582.0,Teff,flowering,2020-09-06,2020-10-25
2582.0,Teff,harvesting,2020-11-21,2020-12-31
2582.0,Teff,planting,2020-07-12,2020-08-06
2582.0,Teff,prep,2020-04-09,2020-07-12
2582.0,Teff,tasseling,2020-09-27,2020-11-24
2582.0,Wheat/Barley,flowering,2020-09-10,2020-10-10
2582.0,Wheat/Barley,harvesting,2020-10-25,2020-12-09
2582.0,Wheat/Barley,planting,2020-07-02,2020-07-22
2582.0,Wheat/Barley,prep,2020-04-13,2020-06-27
2582.0,Wheat/Barley,tasseling,2020-09-20,2020-11-09
2583.0,Teff,flowering,2020-10-20,2020-11-24
2583.0,Teff,harvesting,2020-12-30,2020-12-31
2583.0,Teff,planting,2020-07-22,2020-08-01
2583.0,Teff,prep,2020-04-09,2020-07-17
2583.0,Teff,tasseling,2020-11-29,2020-12-29
2583.0,Wheat,flowering,2020-09-15,2020-10-20
2583.0,Wheat,harvesting,2020-11-30,2020-12-31
2583.0,Wheat,planting,2020-07-02,2020-07-17
2583.0,Wheat,prep,2020-03-24,2020-06-07
2583.0,Wheat,tasseling,2020-10-25,2020-11-09
2584.0,Teff,flowering,2020-10-11,2020-10-25
2584.0,Teff,harvesting,2020-12-10,2020-12-31
2584.0,Teff,planting,2020-07-22,2020-08-06
2584.0,Teff,prep,2020-04-18,2020-07-17
2584.0,Teff,tasseling,2020-11-21,2020-12-09
2584.0,Wheat,flowering,2020-09-30,2020-10-15
2584.0,Wheat,harvesting,2020-11-24,2020-12-09
2584.0,Wheat,planting,2020-06-27,2020-07-12
2584.0,Wheat,prep,2020-04-23,2020-05-20
2584.0,Wheat,tasseling,2020-10-15,2020-11-09
2585.0,Teff,flowering,2020-09-06,2020-11-09
2585.0,Teff,harvesting,2020-11-21,2020-12-31
2585.0,Teff,planting,2020-07-12,2020-07-27
2585.0,Teff,prep,2020-04-09,2020-07-14
2585.0,Teff,tasseling,2020-09-27,2020-12-09
2585.0,Wheat/Barley,flowering,2020-08-26,2020-10-05
2585.0,Wheat/Barley,harvesting,2020-11-25,2020-12-31
2585.0,Wheat/Barley,planting,2020-07-02,2020-07-17
2585.0,Wheat/Barley,prep,2020-03-21,2020-06-07
2585.0,Wheat/Barley,tasseling,2020-09-25,2020-11-21
2586.0,Teff,flowering,2020-10-25,2020-11-19
2586.0,Teff,harvesting,2020-12-31,2020-12-31
2586.0,Teff,planting,2020-07-25,2020-08-01
2586.0,Teff,prep,2020-04-09,2020-07-22
2586.0,Teff,tasseling,2020-11-10,2020-12-24
2586.0,Wheat,flowering,2020-09-11,2020-10-10
2586.0,Wheat,harvesting,2020-12-10,2020-12-31
2586.0,Wheat,planting,2020-07-02,2020-07-17
2586.0,Wheat,prep,2020-04-09,2020-06-07
2586.0,Wheat,tasseling,2020-10-25,2020-11-21
2587.0,Beans,flowering,2020-09-01,2020-10-10
2587.0,Beans,harvesting,2020-11-29,2020-12-14
2587.0,Beans,planting,2020-07-12,2020-07-17
2587.0,Beans,prep,2020-05-09,2020-05-18
2587.0,Beans,tasseling,2020-10-15,2020-11-24
2587.0,Wheat,flowering,2020-09-11,2020-10-20
2587.0,Wheat,harvesting,2020-12-09,2020-12-31
2587.0,Wheat,planting,2020-06-27,2020-07-17
2587.0,Wheat,prep,2020-03-24,2020-06-12
2587.0,Wheat,tasseling,2020-10-21,2020-11-24
2588.0,Teff,flowering,2020-10-25,2020-11-19
2588.0,Teff,harvesting,2020-12-31,2020-12-31
2588.0,Teff,planting,2020-07-22,2020-08-11
2588.0,Teff,prep,2020-04-23,2020-07-22
2588.0,Teff,tasseling,2020-11-29,2020-12-24
2588.0,Wheat,flowering,2020-09-25,2020-10-10
2588.0,Wheat,harvesting,2020-12-14,2020-12-31
2588.0,Wheat,planting,2020-07-02,2020-07-17
2588.0,Wheat,prep,2020-04-23,2020-06-08
2588.0,Wheat,tasseling,2020-10-30,2020-11-21
2589.0,Barley,flowering,2020-09-25,2020-10-10
2589.0,Barley,harvesting,2020-12-04,2020-12-14
2589.0,Barley,planting,2020-07-12,2020-07-27
2589.0,Barley,prep,2020-03-24,2020-06-07
2589.0,Barley,tasseling,2020-10-25,2020-11-14
2589.0,Wheat,flowering,2020-09-25,2020-10-25
2589.0,Wheat,harvesting,2020-12-19,2020-12-31
2589.0,Wheat,planting,2020-07-09,2020-07-27
2589.0,Wheat,prep,2020-03-24,2020-06-07
2589.0,Wheat,tasseling,2020-11-21,2020-12-04
2590.0,Beans,flowering,2020-09-02,2020-09-26
2590.0,Beans,harvesting,2020-11-10,2020-11-22
2590.0,Beans,planting,2020-07-02,2020-07-12
2590.0,Beans,prep,2020-03-10,2020-06-12
2590.0,Beans,tasseling,2020-10-10,2020-10-10
2590.0,Teff,flowering,2020-09-26,2020-11-05
2590.0,Teff,harvesting,2020-12-31,2020-12-31
2590.0,Teff,planting,2020-07-22,2020-08-01
2590.0,Teff,prep,2020-03-21,2020-07-20
2590.0,Teff,tasseling,2020-11-09,2020-11-21
2590.0,Wheat,flowering,2020-09-25,2020-10-09
2590.0,Wheat,harvesting,2020-12-02,2020-12-31
2590.0,Wheat,planting,2020-07-02,2020-07-26
2590.0,Wheat,prep,2020-03-10,2020-06-17
2590.0,Wheat,tasseling,2020-10-25,2020-11-21
2591.0,Teff,flowering,2020-09-25,2020-10-25
2591.0,Teff,harvesting,2020-12-10,2020-12-31
2591.0,Teff,planting,2020-07-22,2020-08-12
2591.0,Teff,prep,2020-04-09,2020-07-17
2591.0,Teff,tasseling,2020-10-15,2020-12-09
2591.0,Wheat,flowering,2020-09-15,2020-10-10
2591.0,Wheat,harvesting,2020-11-24,2020-12-14
2591.0,Wheat,planting,2020-07-08,2020-07-22
2591.0,Wheat,prep,2020-03-10,2020-06-27
2591.0,Wheat,tasseling,2020-10-15,2020-11-10
2593.0,Teff,flowering,2020-09-20,2020-10-20
2593.0,Teff,harvesting,2020-11-14,2020-12-31
2593.0,Teff,planting,2020-07-12,2020-07-27
2593.0,Teff,prep,2020-04-09,2020-07-07
2593.0,Teff,tasseling,2020-10-30,2020-12-08
2593.0,Wheat/Barley,flowering,2020-09-11,2020-09-25
2593.0,Wheat/Barley,harvesting,2020-11-10,2020-12-09
2593.0,Wheat/Barley,planting,2020-06-29,2020-07-12
2593.0,Wheat/Barley,prep,2020-05-12,2020-06-27
2593.0,Wheat/Barley,tasseling,2020-09-30,2020-10-20
2594.0,Teff,flowering,2020-09-26,2020-10-10
2594.0,Teff,harvesting,2020-11-29,2020-12-31
2594.0,Teff,planting,2020-07-12,2020-08-05
2594.0,Teff,prep,2020-04-09,2020-07-07
2594.0,Teff,tasseling,2020-10-11,2020-11-08
2594.0,Wheat/Barley,flowering,2020-08-22,2020-09-20
2594.0,Wheat/Barley,harvesting,2020-10-26,2020-11-21
2594.0,Wheat/Barley,planting,2020-06-23,2020-06-12
2594.0,Wheat/Barley,prep,2020-04-09,2020-06-22
2594.0,Wheat/Barley,tasseling,2020-09-21,2020-10-10
2595.0,Sorghum,flowering,2020-08-18,2020-09-05
2595.0,Sorghum,harvesting,2020-11-04,2020-11-19
2595.0,Sorghum,planting,2020-04-09,2020-05-08
2595.0,Sorghum,prep,2020-03-16,2020-04-08
2595.0,Sorghum,tasseling,2020-09-11,2020-09-25
2595.0,Teff,flowering,2020-09-10,2020-10-10
2595.0,Teff,harvesting,2020-10-26,2020-12-31
2595.0,Teff,planting,2020-07-12,2020-07-28
2595.0,Teff,prep,2020-03-10,2020-07-07
2595.0,Teff,tasseling,2020-09-30,2020-11-09
2596.0,Teff,flowering,2020-09-20,2020-10-10
2596.0,Teff,harvesting,2020-12-10,2020-12-31
2596.0,Teff,planting,2020-07-12,2020-07-27
2596.0,Teff,prep,2020-04-09,2020-07-07
2596.0,Teff,tasseling,2020-10-25,2020-11-24
2596.0,Wheat/Barley,flowering,2020-09-01,2020-09-20
2596.0,Wheat/Barley,harvesting,2020-11-10,2020-12-04
2596.0,Wheat/Barley,planting,2020-06-27,2020-07-12
2596.0,Wheat/Barley,prep,2020-04-09,2020-06-22
2596.0,Wheat/Barley,tasseling,2020-10-05,2020-10-25
2597.0,Teff,flowering,2020-10-11,2020-11-09
2597.0,Teff,harvesting,2020-12-24,2020-12-31
2597.0,Teff,planting,2020-07-20,2020-08-01
2597.0,Teff,prep,2020-04-09,2020-07-12
2597.0,Teff,tasseling,2020-11-10,2020-12-09
2597.0,Wheat,flowering,2020-09-25,2020-10-10
2597.0,Wheat,harvesting,2020-12-14,2020-12-31
2597.0,Wheat,planting,2020-07-08,2020-07-17
2597.0,Wheat,prep,2020-04-09,2020-07-07
2597.0,Wheat,tasseling,2020-10-25,2020-11-21
2599.0,Teff,flowering,2020-09-25,2020-10-30
2599.0,Teff,harvesting,2020-11-24,2020-12-19
2599.0,Teff,planting,2020-07-13,2020-08-05
2599.0,Teff,prep,2020-04-09,2020-07-12
2599.0,Teff,tasseling,2020-10-31,2020-11-09
2599.0,Wheat/Barley,flowering,2020-09-11,2020-09-25
2599.0,Wheat/Barley,harvesting,2020-10-30,2020-11-08
2599.0,Wheat/Barley,planting,2020-07-08,2020-07-12
2599.0,Wheat/Barley,prep,2020-04-18,2020-07-07
2599.0,Wheat/Barley,tasseling,2020-09-27,2020-10-11
2600.0,Teff,flowering,2020-09-11,2020-10-10
2600.0,Teff,harvesting,2020-11-11,2020-12-31
2600.0,Teff,planting,2020-07-12,2020-08-06
2600.0,Teff,prep,2020-04-09,2020-07-07
2600.0,Teff,tasseling,2020-10-11,2020-11-10
2600.0,Wheat/Barley,flowering,2020-09-01,2020-09-25
2600.0,Wheat/Barley,harvesting,2020-11-10,2020-12-09
2600.0,Wheat/Barley,planting,2020-07-08,2020-07-20
2600.0,Wheat/Barley,prep,2020-04-10,2020-07-07
2600.0,Wheat/Barley,tasseling,2020-10-25,2020-10-30
2601.0,Sorghum,flowering,2020-08-21,2020-09-15
2601.0,Sorghum,harvesting,2020-11-22,2020-12-04
2601.0,Sorghum,planting,2020-04-24,2020-05-23
2601.0,Sorghum,prep,2020-03-24,2020-04-23
2601.0,Sorghum,tasseling,2020-10-30,2020-11-21
2601.0,Teff,flowering,2020-09-11,2020-10-10
2601.0,Teff,harvesting,2020-11-10,2020-12-31
2601.0,Teff,planting,2020-07-12,2020-07-27
2601.0,Teff,prep,2020-04-09,2020-07-07
2601.0,Teff,tasseling,2020-10-25,2020-11-09
2601.0,Wheat/Barley,flowering,2020-08-26,2020-09-05
2601.0,Wheat/Barley,harvesting,2020-11-09,2020-11-29
2601.0,Wheat/Barley,planting,2020-07-02,2020-07-12
2601.0,Wheat/Barley,prep,2020-05-09,2020-06-07
2601.0,Wheat/Barley,tasseling,2020-09-25,2020-10-25
2602.0,Teff,flowering,2020-09-27,2020-10-15
2602.0,Teff,harvesting,2020-12-25,2020-12-31
2602.0,Teff,planting,2020-07-12,2020-08-07
2602.0,Teff,prep,2020-04-09,2020-07-07
2602.0,Teff,tasseling,2020-10-16,2020-12-10
2602.0,Wheat/Barley,flowering,2020-09-01,2020-09-15
2602.0,Wheat/Barley,harvesting,2020-10-23,2020-11-21
2602.0,Wheat/Barley,planting,2020-06-20,2020-07-12
2602.0,Wheat/Barley,prep,2020-05-09,2020-06-19
2602.0,Wheat/Barley,tasseling,2020-09-16,2020-10-22
2603.0,Sorghum,flowering,2020-09-01,2020-09-15
2603.0,Sorghum,harvesting,2020-10-25,2020-11-24
2603.0,Sorghum,planting,2020-07-02,2020-07-12
2603.0,Sorghum,prep,2020-04-09,2020-06-25
2603.0,Sorghum,tasseling,2020-09-22,2020-10-10
2603.0,Teff,flowering,2020-09-25,2020-10-11
2603.0,Teff,harvesting,2020-11-14,2020-12-31
2603.0,Teff,planting,2020-07-12,2020-08-06
2603.0,Teff,prep,2020-04-10,2020-07-07
2603.0,Teff,tasseling,2020-10-15,2020-11-09
2603.0,Wheat/Barley,flowering,2020-10-11,2020-11-08
2603.0,Wheat/Barley,harvesting,2020-12-12,2020-12-31
2603.0,Wheat/Barley,planting,2020-06-19,2020-07-07
2603.0,Wheat/Barley,prep,2020-03-09,2020-04-23
2603.0,Wheat/Barley,tasseling,2020-11-21,2020-12-09
2604.0,Teff,flowering,2020-09-12,2020-09-30
2604.0,Teff,harvesting,2020-11-24,2020-12-31
2604.0,Teff,planting,2020-07-15,2020-08-06
2604.0,Teff,prep,2020-04-09,2020-07-07
2604.0,Teff,tasseling,2020-10-11,2020-11-09
2604.0,Wheat/Barley,flowering,2020-08-21,2020-09-25
2604.0,Wheat/Barley,harvesting,2020-10-25,2020-11-14
2604.0,Wheat/Barley,planting,2020-06-19,2020-07-12
2604.0,Wheat/Barley,prep,2020-04-09,2020-06-08
2604.0,Wheat/Barley,tasseling,2020-09-26,2020-10-15
2605.0,Sorghum,flowering,2020-08-21,2020-09-20
2605.0,Sorghum,harvesting,2020-11-24,2020-12-09
2605.0,Sorghum,planting,2020-04-24,2020-06-06
2605.0,Sorghum,prep,2020-03-14,2020-04-23
2605.0,Sorghum,tasseling,2020-10-10,2020-11-08
2605.0,Teff,flowering,2020-09-15,2020-10-20
2605.0,Teff,harvesting,2020-11-24,2020-12-31
2605.0,Teff,planting,2020-07-12,2020-08-11
2605.0,Teff,prep,2020-04-23,2020-07-07
2605.0,Teff,tasseling,2020-09-30,2020-11-21
2608.0,Teff,flowering,2020-09-10,2020-10-15
2608.0,Teff,harvesting,2020-11-24,2020-12-09
2608.0,Teff,planting,2020-07-12,2020-08-06
2608.0,Teff,prep,2020-04-03,2020-07-07
2608.0,Teff,tasseling,2020-10-25,2020-11-19
2608.0,Wheat/Barley,flowering,2020-08-18,2020-09-27
2608.0,Wheat/Barley,harvesting,2020-10-20,2020-11-19
2608.0,Wheat/Barley,planting,2020-07-02,2020-07-12
2608.0,Wheat/Barley,prep,2020-05-09,2020-06-22
2608.0,Wheat/Barley,tasseling,2020-10-05,2020-10-25
2609.0,Teff,flowering,2020-09-27,2020-10-20
2609.0,Teff,harvesting,2020-11-24,2020-12-31
2609.0,Teff,planting,2020-07-19,2020-08-11
2609.0,Teff,prep,2020-03-10,2020-07-17
2609.0,Teff,tasseling,2020-10-05,2020-11-09
2609.0,Wheat,flowering,2020-09-06,2020-09-20
2609.0,Wheat,harvesting,2020-10-25,2020-11-24
2609.0,Wheat,planting,2020-07-12,2020-07-27
2609.0,Wheat,prep,2020-04-23,2020-06-22
2609.0,Wheat,tasseling,2020-09-15,2020-10-05
2616.0,Teff,flowering,2020-09-06,2020-09-30
2616.0,Teff,harvesting,2020-11-21,2020-12-19
2616.0,Teff,planting,2020-07-17,2020-08-06
2616.0,Teff,prep,2020-06-08,2020-07-07
2616.0,Teff,tasseling,2020-10-01,2020-10-20
2616.0,Wheat,flowering,2020-09-05,2020-09-27
2616.0,Wheat,harvesting,2020-11-09,2020-12-09
2616.0,Wheat,planting,2020-07-04,2020-07-17
2616.0,Wheat,prep,2020-06-17,2020-06-22
2616.0,Wheat,tasseling,2020-10-05,2020-10-23
2618.0,Sorghum,flowering,2020-10-11,2020-11-09
2618.0,Sorghum,harvesting,2020-12-24,2020-12-31
2618.0,Sorghum,planting,2020-06-27,2020-07-12
2618.0,Sorghum,prep,2020-04-09,2020-06-27
2618.0,Sorghum,tasseling,2020-11-10,2020-12-09
2618.0,Teff,flowering,2020-09-11,2020-10-10
2618.0,Teff,harvesting,2020-11-10,2020-12-31
2618.0,Teff,planting,2020-07-22,2020-08-11
2618.0,Teff,prep,2020-04-09,2020-07-17
2618.0,Teff,tasseling,2020-10-11,2020-11-09
2622.0,Teff,flowering,2020-09-11,2020-10-10
2622.0,Teff,harvesting,2020-11-09,2020-12-31
2622.0,Teff,planting,2020-07-12,2020-08-06
2622.0,Teff,prep,2020-04-09,2020-07-12
2622.0,Teff,tasseling,2020-10-11,2020-10-30
2622.0,Wheat,flowering,2020-09-05,2020-09-30
2622.0,Wheat,harvesting,2020-11-09,2020-11-24
2622.0,Wheat,planting,2020-06-27,2020-07-12
2622.0,Wheat,prep,2020-03-24,2020-06-22
2622.0,Wheat,tasseling,2020-10-05,2020-10-25
2624.0,Teff,flowering,2020-09-05,2020-10-07
2624.0,Teff,harvesting,2020-11-24,2020-12-31
2624.0,Teff,planting,2020-07-08,2020-08-07
2624.0,Teff,prep,2020-04-10,2020-07-07
2624.0,Teff,tasseling,2020-10-09,2020-11-21
2624.0,Wheat/Barley,flowering,2020-08-31,2020-09-20
2624.0,Wheat/Barley,harvesting,2020-10-30,2020-11-19
2624.0,Wheat/Barley,planting,2020-06-22,2020-07-12
2624.0,Wheat/Barley,prep,2020-04-10,2020-06-21
2624.0,Wheat/Barley,tasseling,2020-09-21,2020-10-10
2625.0,Sorghum,flowering,2020-08-11,2020-09-02
2625.0,Sorghum,harvesting,2020-11-20,2020-12-07
2625.0,Sorghum,planting,2020-04-10,2020-05-18
2625.0,Sorghum,prep,2020-03-08,2020-04-09
2625.0,Sorghum,tasseling,2020-10-04,2020-10-24
2625.0,Teff,flowering,2020-09-08,2020-10-07
2625.0,Teff,harvesting,2020-12-01,2020-12-22
2625.0,Teff,planting,2020-07-13,2020-08-03
2625.0,Teff,prep,2020-04-09,2020-07-06
2625.0,Teff,tasseling,2020-10-22,2020-11-20
2626.0,Teff,flowering,2020-09-05,2020-10-30
2626.0,Teff,harvesting,2020-10-30,2020-12-31
2626.0,Teff,planting,2020-07-15,2020-08-02
2626.0,Teff,prep,2020-04-09,2020-07-14
2626.0,Teff,tasseling,2020-09-30,2020-11-23
2626.0,Wheat,flowering,2020-09-05,2020-09-20
2626.0,Wheat,harvesting,2020-10-30,2020-11-29
2626.0,Wheat,planting,2020-07-12,2020-07-17
2626.0,Wheat,prep,2020-04-09,2020-06-23
2626.0,Wheat,tasseling,2020-09-30,2020-11-30
2628.0,Sorghum,flowering,2020-10-30,2020-12-09
2628.0,Sorghum,harvesting,2020-12-31,2020-12-31
2628.0,Sorghum,planting,2020-05-09,2020-07-07
2628.0,Sorghum,prep,2020-03-10,2020-05-08
2628.0,Sorghum,tasseling,2020-12-10,2020-12-31
2628.0,Teff,flowering,2020-09-06,2020-10-10
2628.0,Teff,harvesting,2020-11-10,2020-12-31
2628.0,Teff,planting,2020-07-08,2020-08-06
2628.0,Teff,prep,2020-04-09,2020-07-07
2628.0,Teff,tasseling,2020-10-11,2020-10-25
2629.0,Maize,flowering,2020-08-21,2020-09-05
2629.0,Maize,harvesting,2020-10-30,2020-11-09
2629.0,Maize,planting,2020-05-28,2020-07-07
2629.0,Maize,prep,2020-03-24,2020-05-23
2629.0,Maize,tasseling,2020-09-25,2020-10-10
2629.0,Sorghum,flowering,2020-09-05,2020-09-30
2629.0,Sorghum,harvesting,2020-11-22,2020-12-24
2629.0,Sorghum,planting,2020-05-09,2020-07-07
2629.0,Sorghum,prep,2020-03-24,2020-04-28
2629.0,Sorghum,tasseling,2020-10-05,2020-11-09
