gid,crop,activity,start_time,end_time
1815.0,Millet,harvesting,2020-10-16,2020-12-10
1815.0,Millet,planting,2020-05-23,2020-06-07
1815.0,Millet,prep,2020-03-10,2020-05-23
1815.0,Millet,tasseling,2020-09-27,2020-10-10
1815.0,Teff,flowering,2020-07-19,2020-08-06
1815.0,Teff,harvesting,2020-10-12,2020-11-10
1815.0,Teff,planting,2020-05-09,2020-06-07
1815.0,Teff,prep,2020-03-10,2020-05-08
1815.0,Teff,tasseling,2020-08-07,2020-09-05
2298.0,Teff,flowering,2020-09-25,2020-10-25
2298.0,Teff,harvesting,2020-11-24,2020-12-31
2298.0,Teff,planting,2020-07-12,2020-08-05
2298.0,Teff,prep,2020-04-09,2020-07-07
2298.0,Teff,tasseling,2020-09-26,2020-11-19
2298.0,Wheat/Barley,flowering,2020-08-31,2020-09-20
2298.0,Wheat/Barley,harvesting,2020-11-10,2020-11-29
2298.0,Wheat/Barley,planting,2020-06-28,2020-07-12
2298.0,Wheat/Barley,prep,2020-03-10,2020-06-22
2298.0,Wheat/Barley,tasseling,2020-09-25,2020-11-08
2299.0,Teff,flowering,2020-09-11,2020-10-20
2299.0,Teff,harvesting,2020-11-24,2020-12-31
2299.0,Teff,planting,2020-07-12,2020-08-06
2299.0,Teff,prep,2020-04-09,2020-07-07
2299.0,Teff,tasseling,2020-10-25,2020-11-23
2299.0,Wheat/Barley,flowering,2020-09-06,2020-10-10
2299.0,Wheat/Barley,harvesting,2020-10-26,2020-11-15
2299.0,Wheat/Barley,planting,2020-07-02,2020-07-17
2299.0,Wheat/Barley,prep,2020-04-09,2020-07-07
2299.0,Wheat/Barley,tasseling,2020-10-11,2020-10-25
2300.0,Teff,flowering,2020-09-11,2020-10-10
2300.0,Teff,harvesting,2020-11-08,2020-12-01
2300.0,Teff,planting,2020-07-12,2020-07-19
2300.0,Teff,prep,2020-04-09,2020-07-10
2300.0,Teff,tasseling,2020-10-11,2020-11-19
2300.0,Wheat/Barley,flowering,2020-09-06,2020-09-20
2300.0,Wheat/Barley,harvesting,2020-10-15,2020-11-09
2300.0,Wheat/Barley,planting,2020-07-02,2020-07-12
2300.0,Wheat/Barley,prep,2020-04-09,2020-06-08
2300.0,Wheat/Barley,tasseling,2020-09-25,2020-10-10
2300.0,other/non_specified,flowering,2020-08-07,2020-09-05
2300.0,other/non_specified,harvesting,2020-09-30,2020-10-20
2300.0,other/non_specified,planting,2020-06-12,2020-07-07
2300.0,other/non_specified,prep,2020-05-09,2020-06-07
2300.0,other/non_specified,tasseling,2020-09-06,2020-09-25
2304.0,Sorghum,flowering,2020-08-21,2020-09-11
2304.0,Sorghum,harvesting,2020-11-21,2020-12-09
2304.0,Sorghum,planting,2020-04-09,2020-05-18
2304.0,Sorghum,prep,2020-03-14,2020-03-24
2304.0,Sorghum,tasseling,2020-09-25,2020-10-23
2304.0,Teff,flowering,2020-09-15,2020-10-05
2304.0,Teff,harvesting,2020-11-14,2020-12-09
2304.0,Teff,planting,2020-07-08,2020-08-06
2304.0,Teff,prep,2020-04-09,2020-07-07
2304.0,Teff,tasseling,2020-09-30,2020-10-20
2305.0,Sorghum,flowering,2020-08-22,2020-09-20
2305.0,Sorghum,harvesting,2020-12-09,2020-12-14
2305.0,Sorghum,planting,2020-04-10,2020-04-24
2305.0,Sorghum,prep,2020-03-10,2020-04-09
2305.0,Sorghum,tasseling,2020-10-10,2020-10-25
2305.0,Teff,flowering,2020-09-06,2020-09-30
2305.0,Teff,harvesting,2020-11-19,2020-12-19
2305.0,Teff,planting,2020-07-13,2020-07-27
2305.0,Teff,prep,2020-03-14,2020-07-12
2305.0,Teff,tasseling,2020-10-10,2020-10-25
2307.0,Teff,flowering,2020-09-15,2020-10-10
2307.0,Teff,harvesting,2020-12-16,2020-12-31
2307.0,Teff,planting,2020-07-12,2020-07-27
2307.0,Teff,prep,2020-03-10,2020-07-07
2307.0,Teff,tasseling,2020-10-25,2020-11-24
2307.0,Wheat/Barley,flowering,2020-09-11,2020-09-25
2307.0,Wheat/Barley,harvesting,2020-11-10,2020-11-24
2307.0,Wheat/Barley,planting,2020-07-02,2020-07-17
2307.0,Wheat/Barley,prep,2020-03-10,2020-06-06
2307.0,Wheat/Barley,tasseling,2020-09-26,2020-10-25
2308.0,Teff,flowering,2020-09-20,2020-10-10
2308.0,Teff,harvesting,2020-11-19,2020-12-24
2308.0,Teff,planting,2020-07-17,2020-08-07
2308.0,Teff,prep,2020-03-10,2020-07-07
2308.0,Teff,tasseling,2020-10-11,2020-11-10
2308.0,Wheat/Barley,flowering,2020-08-21,2020-09-25
2308.0,Wheat/Barley,harvesting,2020-10-25,2020-11-10
2308.0,Wheat/Barley,planting,2020-06-22,2020-07-27
2308.0,Wheat/Barley,prep,2020-03-10,2020-07-07
2308.0,Wheat/Barley,tasseling,2020-09-25,2020-11-10
2319.0,Teff,flowering,2020-10-11,2020-11-09
2319.0,Teff,harvesting,2020-12-19,2020-12-31
2319.0,Teff,planting,2020-06-23,2020-07-23
2319.0,Teff,prep,2020-03-10,2020-05-08
2319.0,Teff,tasseling,2020-11-10,2020-12-10
2319.0,Wheat,flowering,2020-09-25,2020-10-10
2319.0,Wheat,harvesting,2020-12-09,2020-12-19
2319.0,Wheat,planting,2020-06-20,2020-07-13
2319.0,Wheat,prep,2020-03-10,2020-05-08
2319.0,Wheat,tasseling,2020-10-25,2020-11-14
2325.0,Other,flowering,2020-08-21,2020-09-10
2325.0,Other,harvesting,2020-10-11,2020-10-20
2325.0,Other,planting,2020-07-12,2020-08-06
2325.0,Other,prep,2020-03-19,2020-06-12
2325.0,Other,tasseling,2020-09-03,2020-09-26
2325.0,Teff,flowering,2020-09-11,2020-10-02
2325.0,Teff,harvesting,2020-10-20,2020-12-09
2325.0,Teff,planting,2020-07-12,2020-07-28
2325.0,Teff,prep,2020-03-14,2020-06-12
2325.0,Teff,tasseling,2020-09-15,2020-10-05
2326.0,Sorghum,flowering,2020-08-08,2020-10-10
2326.0,Sorghum,harvesting,2020-12-10,2020-12-31
2326.0,Sorghum,planting,2020-04-10,2020-06-22
2326.0,Sorghum,prep,2020-03-10,2020-04-09
2326.0,Sorghum,tasseling,2020-10-11,2020-12-09
2326.0,Teff,flowering,2020-08-21,2020-09-20
2326.0,Teff,harvesting,2020-11-10,2020-12-09
2326.0,Teff,planting,2020-07-12,2020-08-07
2326.0,Teff,prep,2020-03-10,2020-06-08
2326.0,Teff,tasseling,2020-10-11,2020-10-20
2327.0,Teff,flowering,2020-08-30,2020-10-25
2327.0,Teff,harvesting,2020-11-20,2020-12-31
2327.0,Teff,planting,2020-07-12,2020-08-08
2327.0,Teff,prep,2020-04-10,2020-06-08
2327.0,Teff,tasseling,2020-09-20,2020-11-10
2327.0,Wheat,flowering,2020-09-25,2020-10-10
2327.0,Wheat,harvesting,2020-11-30,2020-12-10
2327.0,Wheat,planting,2020-07-10,2020-07-27
2327.0,Wheat,prep,2020-04-10,2020-06-08
2327.0,Wheat,tasseling,2020-10-30,2020-11-10
2328.0,Teff,flowering,2020-09-11,2020-11-03
2328.0,Teff,harvesting,2020-12-31,2020-12-31
2328.0,Teff,planting,2020-07-12,2020-07-31
2328.0,Teff,prep,2020-03-10,2020-07-07
2328.0,Teff,tasseling,2020-11-08,2020-12-09
2328.0,Wheat/Barley,flowering,2020-08-26,2020-09-25
2328.0,Wheat/Barley,harvesting,2020-11-24,2020-12-31
2328.0,Wheat/Barley,planting,2020-07-08,2020-07-22
2328.0,Wheat/Barley,prep,2020-03-10,2020-07-07
2328.0,Wheat/Barley,tasseling,2020-09-26,2020-11-08
2329.0,Sorghum,flowering,2020-08-26,2020-10-31
2329.0,Sorghum,harvesting,2020-11-24,2020-12-07
2329.0,Sorghum,planting,2020-04-09,2020-05-18
2329.0,Sorghum,prep,2020-03-09,2020-04-08
2329.0,Sorghum,tasseling,2020-11-01,2020-11-09
2329.0,Teff,flowering,2020-09-11,2020-10-10
2329.0,Teff,harvesting,2020-10-30,2020-12-14
2329.0,Teff,planting,2020-07-08,2020-07-31
2329.0,Teff,prep,2020-04-09,2020-07-07
2329.0,Teff,tasseling,2020-10-11,2020-10-25
2329.0,Wheat/Barley,flowering,2020-09-11,2020-10-10
2329.0,Wheat/Barley,harvesting,2020-11-24,2020-12-10
2329.0,Wheat/Barley,planting,2020-07-08,2020-07-23
2329.0,Wheat/Barley,prep,2020-04-09,2020-07-07
2329.0,Wheat/Barley,tasseling,2020-10-20,2020-11-08
2330.0,Sorghum,flowering,2020-08-31,2020-09-20
2330.0,Sorghum,harvesting,2020-11-29,2020-12-09
2330.0,Sorghum,planting,2020-04-09,2020-05-08
2330.0,Sorghum,prep,2020-03-10,2020-04-08
2330.0,Sorghum,tasseling,2020-10-15,2020-11-14
2330.0,Teff,flowering,2020-09-06,2020-09-20
2330.0,Teff,harvesting,2020-11-19,2020-12-31
2330.0,Teff,planting,2020-07-08,2020-07-22
2330.0,Teff,prep,2020-06-08,2020-07-07
2330.0,Teff,tasseling,2020-10-15,2020-11-09
2331.0,Sorghum,flowering,2020-08-26,2020-09-20
2331.0,Sorghum,harvesting,2020-12-10,2020-12-19
2331.0,Sorghum,planting,2020-03-30,2020-05-08
2331.0,Sorghum,prep,2020-02-23,2020-03-29
2331.0,Sorghum,tasseling,2020-09-21,2020-11-09
2331.0,Teff,flowering,2020-09-25,2020-10-20
2331.0,Teff,harvesting,2020-12-10,2020-12-31
2331.0,Teff,planting,2020-07-08,2020-07-28
2331.0,Teff,prep,2020-03-10,2020-06-07
2331.0,Teff,tasseling,2020-11-09,2020-12-09
2331.0,Wheat/Barley,flowering,2020-08-26,2020-09-25
2331.0,Wheat/Barley,harvesting,2020-11-10,2020-12-09
2331.0,Wheat/Barley,planting,2020-07-08,2020-07-28
2331.0,Wheat/Barley,prep,2020-03-10,2020-06-07
2331.0,Wheat/Barley,tasseling,2020-09-26,2020-11-09
2332.0,Sorghum,flowering,2020-08-07,2020-09-05
2332.0,Sorghum,harvesting,2020-12-12,2020-12-20
2332.0,Sorghum,planting,2020-04-09,2020-05-08
2332.0,Sorghum,prep,2020-03-10,2020-04-08
2332.0,Sorghum,tasseling,2020-09-12,2020-11-10
2332.0,Teff,flowering,2020-08-31,2020-10-11
2332.0,Teff,harvesting,2020-11-15,2020-12-31
2332.0,Teff,planting,2020-07-12,2020-07-28
2332.0,Teff,prep,2020-04-28,2020-06-27
2332.0,Teff,tasseling,2020-10-31,2020-11-30
2332.0,Wheat/Barley,flowering,2020-09-12,2020-10-11
2332.0,Wheat/Barley,harvesting,2020-12-10,2020-12-25
2332.0,Wheat/Barley,planting,2020-07-08,2020-07-17
2332.0,Wheat/Barley,prep,2020-03-10,2020-07-02
2332.0,Wheat/Barley,tasseling,2020-10-26,2020-11-22
2333.0,Teff,flowering,2020-09-02,2020-09-30
2333.0,Teff,harvesting,2020-11-21,2020-12-09
2333.0,Teff,planting,2020-07-08,2020-07-23
2333.0,Teff,prep,2020-04-09,2020-06-23
2333.0,Teff,tasseling,2020-10-05,2020-11-09
2333.0,Wheat,flowering,2020-09-06,2020-09-20
2333.0,Wheat,harvesting,2020-11-10,2020-11-19
2333.0,Wheat,planting,2020-07-04,2020-07-12
2333.0,Wheat,prep,2020-04-09,2020-06-23
2333.0,Wheat,tasseling,2020-09-21,2020-10-10
2334.0,Teff,flowering,2020-08-31,2020-10-25
2334.0,Teff,harvesting,2020-11-21,2020-12-31
2334.0,Teff,planting,2020-07-12,2020-07-22
2334.0,Teff,prep,2020-03-09,2020-07-17
2334.0,Teff,tasseling,2020-09-30,2020-12-09
2334.0,Wheat/Barley,flowering,2020-09-09,2020-10-15
2334.0,Wheat/Barley,harvesting,2020-11-04,2020-12-31
2334.0,Wheat/Barley,planting,2020-07-08,2020-07-17
2334.0,Wheat/Barley,prep,2020-04-09,2020-06-17
2334.0,Wheat/Barley,tasseling,2020-09-20,2020-11-29
2335.0,Teff,flowering,2020-10-11,2020-11-09
2335.0,Teff,harvesting,2020-12-31,2020-12-31
2335.0,Teff,planting,2020-07-17,2020-07-27
2335.0,Teff,prep,2020-03-10,2020-07-12
2335.0,Teff,tasseling,2020-11-24,2020-12-09
2335.0,Wheat,flowering,2020-10-05,2020-10-30
2335.0,Wheat,harvesting,2020-12-29,2020-12-31
2335.0,Wheat,planting,2020-07-12,2020-07-27
2335.0,Wheat,prep,2020-03-10,2020-06-07
2335.0,Wheat,tasseling,2020-10-31,2020-12-14
2336.0,Teff,flowering,2020-09-06,2020-11-09
2336.0,Teff,harvesting,2020-11-24,2020-12-31
2336.0,Teff,planting,2020-07-13,2020-07-22
2336.0,Teff,prep,2020-03-10,2020-07-12
2336.0,Teff,tasseling,2020-10-11,2020-12-09
2336.0,Wheat,flowering,2020-08-31,2020-09-20
2336.0,Wheat,harvesting,2020-11-24,2020-12-09
2336.0,Wheat,planting,2020-07-12,2020-07-17
2336.0,Wheat,prep,2020-03-10,2020-06-22
2336.0,Wheat,tasseling,2020-09-30,2020-10-30
2337.0,Teff,flowering,2020-09-11,2020-10-20
2337.0,Teff,harvesting,2020-11-24,2020-12-31
2337.0,Teff,planting,2020-07-12,2020-07-28
2337.0,Teff,prep,2020-06-17,2020-07-02
2337.0,Teff,tasseling,2020-10-25,2020-11-14
2337.0,Wheat,flowering,2020-09-15,2020-09-30
2337.0,Wheat,harvesting,2020-11-11,2020-12-19
2337.0,Wheat,planting,2020-07-12,2020-07-22
2337.0,Wheat,prep,2020-05-13,2020-06-07
2337.0,Wheat,tasseling,2020-10-11,2020-10-30
2338.0,Teff,flowering,2020-09-30,2020-11-09
2338.0,Teff,harvesting,2020-11-25,2020-12-31
2338.0,Teff,planting,2020-07-12,2020-07-27
2338.0,Teff,prep,2020-04-09,2020-06-22
2338.0,Teff,tasseling,2020-10-20,2020-12-09
2338.0,Wheat/Barley,flowering,2020-09-05,2020-09-30
2338.0,Wheat/Barley,harvesting,2020-11-21,2020-12-31
2338.0,Wheat/Barley,planting,2020-07-08,2020-07-22
2338.0,Wheat/Barley,prep,2020-03-15,2020-06-07
2338.0,Wheat/Barley,tasseling,2020-09-25,2020-11-29
2340.0,Teff,flowering,2020-09-22,2020-10-22
2340.0,Teff,harvesting,2020-12-09,2020-12-31
2340.0,Teff,planting,2020-07-12,2020-07-22
2340.0,Teff,prep,2020-03-10,2020-06-27
2340.0,Teff,tasseling,2020-11-03,2020-11-24
2340.0,Wheat/Barley,flowering,2020-09-25,2020-10-10
2340.0,Wheat/Barley,harvesting,2020-11-29,2020-12-09
2340.0,Wheat/Barley,planting,2020-07-02,2020-07-12
2340.0,Wheat/Barley,prep,2020-03-10,2020-06-17
2340.0,Wheat/Barley,tasseling,2020-10-20,2020-11-08
2341.0,Teff,flowering,2020-08-21,2020-09-11
2341.0,Teff,harvesting,2020-10-30,2020-11-24
2341.0,Teff,planting,2020-04-24,2020-05-23
2341.0,Teff,prep,2020-03-10,2020-04-23
2341.0,Teff,tasseling,2020-09-12,2020-10-12
2341.0,Wheat/Barley,flowering,2020-09-11,2020-09-25
2341.0,Wheat/Barley,harvesting,2020-11-19,2020-12-24
2341.0,Wheat/Barley,planting,2020-06-28,2020-07-17
2341.0,Wheat/Barley,prep,2020-03-10,2020-06-22
2341.0,Wheat/Barley,tasseling,2020-10-11,2020-11-09
2341.0,other/non_specified,flowering,2020-08-07,2020-09-05
2341.0,other/non_specified,harvesting,2020-10-20,2020-11-09
2341.0,other/non_specified,planting,2020-05-23,2020-07-12
2341.0,other/non_specified,prep,2020-03-10,2020-05-08
2341.0,other/non_specified,tasseling,2020-09-11,2020-10-10
2342.0,Teff,flowering,2020-10-15,2020-11-09
2342.0,Teff,harvesting,2020-12-31,2020-12-31
2342.0,Teff,planting,2020-07-17,2020-07-22
2342.0,Teff,prep,2020-03-10,2020-07-07
2342.0,Teff,tasseling,2020-11-10,2020-12-09
2342.0,Wheat,flowering,2020-09-25,2020-10-10
2342.0,Wheat,harvesting,2020-12-24,2020-12-31
2342.0,Wheat,planting,2020-07-12,2020-07-17
2342.0,Wheat,prep,2020-03-10,2020-07-07
2342.0,Wheat,tasseling,2020-11-14,2020-12-09
2343.0,Teff,flowering,2020-09-20,2020-10-25
2343.0,Teff,harvesting,2020-12-14,2020-12-31
2343.0,Teff,planting,2020-07-25,2020-08-01
2343.0,Teff,prep,2020-03-24,2020-07-22
2343.0,Teff,tasseling,2020-11-09,2020-11-19
2343.0,Wheat,flowering,2020-09-20,2020-10-10
2343.0,Wheat,harvesting,2020-11-09,2020-12-09
2343.0,Wheat,planting,2020-07-12,2020-07-27
2343.0,Wheat,prep,2020-03-24,2020-06-22
2343.0,Wheat,tasseling,2020-10-30,2020-11-19
2512.0,Wheat/Barley,flowering,2020-08-21,2020-10-10
2512.0,Wheat/Barley,harvesting,2020-11-24,2020-11-09
2512.0,Wheat/Barley,planting,2020-06-22,2020-07-12
2512.0,Wheat/Barley,prep,2020-03-13,2020-05-13
2512.0,Wheat/Barley,tasseling,2020-09-15,2020-11-09
2513.0,Teff,flowering,2020-09-26,2020-10-25
2513.0,Teff,harvesting,2020-12-10,2020-12-31
2513.0,Teff,planting,2020-07-27,2020-08-11
2513.0,Teff,prep,2020-04-09,2020-07-17
2513.0,Teff,tasseling,2020-11-09,2020-12-09
2513.0,Wheat/Barley,flowering,2020-09-11,2020-10-10
2513.0,Wheat/Barley,harvesting,2020-11-19,2020-12-24
2513.0,Wheat/Barley,planting,2020-07-02,2020-07-17
2513.0,Wheat/Barley,prep,2020-03-14,2020-06-22
2513.0,Wheat/Barley,tasseling,2020-10-20,2020-11-14
2530.0,Barley,flowering,2020-09-30,2020-10-20
2530.0,Barley,harvesting,2020-11-10,2020-12-09
2530.0,Barley,planting,2020-07-08,2020-07-17
2530.0,Barley,prep,2020-03-10,2020-04-08
2530.0,Barley,tasseling,2020-10-25,2020-11-09
2530.0,Wheat,flowering,2020-09-30,2020-10-25
2530.0,Wheat,harvesting,2020-12-24,2020-12-31
2530.0,Wheat,planting,2020-07-13,2020-07-27
2530.0,Wheat,prep,2020-03-10,2020-04-08
2530.0,Wheat,tasseling,2020-11-19,2020-12-04
2532.0,Barley,flowering,2020-09-15,2020-10-10
2532.0,Barley,harvesting,2020-11-09,2020-11-24
2532.0,Barley,planting,2020-07-08,2020-07-17
2532.0,Barley,prep,2020-06-08,2020-07-02
2532.0,Barley,tasseling,2020-10-11,2020-10-25
2532.0,Wheat,flowering,2020-09-30,2020-11-25
2532.0,Wheat,harvesting,2020-12-24,2020-12-31
2532.0,Wheat,planting,2020-07-17,2020-08-01
2532.0,Wheat,prep,2020-06-08,2020-07-02
2532.0,Wheat,tasseling,2020-10-26,2020-11-24
2535.0,Wheat/Barley,flowering,2020-08-22,2020-10-11
2535.0,Wheat/Barley,harvesting,2020-11-10,2020-12-31
2535.0,Wheat/Barley,planting,2020-07-02,2020-07-15
2535.0,Wheat/Barley,prep,2020-03-10,2020-07-01
2535.0,Wheat/Barley,tasseling,2020-10-12,2020-12-09
2535.0,other/non_specified,flowering,2020-09-11,2020-10-25
2535.0,other/non_specified,harvesting,2020-11-25,2020-12-31
2535.0,other/non_specified,planting,2020-07-02,2020-07-17
2535.0,other/non_specified,prep,2020-03-14,2020-07-01
2535.0,other/non_specified,tasseling,2020-10-25,2020-11-24
2536.0,Teff,flowering,2020-09-25,2020-10-20
2536.0,Teff,harvesting,2020-12-10,2020-12-31
2536.0,Teff,planting,2020-07-12,2020-08-03
2536.0,Teff,prep,2020-04-23,2020-06-22
2536.0,Teff,tasseling,2020-10-30,2020-11-14
2536.0,Wheat/Barley,flowering,2020-09-11,2020-09-25
2536.0,Wheat/Barley,harvesting,2020-10-30,2020-11-29
2536.0,Wheat/Barley,planting,2020-07-02,2020-07-17
2536.0,Wheat/Barley,prep,2020-04-09,2020-06-22
2536.0,Wheat/Barley,tasseling,2020-09-26,2020-10-25
2537.0,Teff,flowering,2020-09-15,2020-10-10
2537.0,Teff,harvesting,2020-12-09,2020-12-29
2537.0,Teff,planting,2020-07-12,2020-07-22
2537.0,Teff,prep,2020-04-18,2020-07-07
2537.0,Teff,tasseling,2020-10-20,2020-11-19
2537.0,Wheat/Barley,flowering,2020-09-15,2020-10-25
2537.0,Wheat/Barley,harvesting,2020-11-08,2020-12-09
2537.0,Wheat/Barley,planting,2020-07-08,2020-07-17
2537.0,Wheat/Barley,prep,2020-04-18,2020-06-22
2537.0,Wheat/Barley,tasseling,2020-10-05,2020-11-03
2538.0,Teff,flowering,2020-09-20,2020-10-10
2538.0,Teff,harvesting,2020-11-19,2020-12-24
2538.0,Teff,planting,2020-07-14,2020-07-19
2538.0,Teff,prep,2020-04-13,2020-07-12
2538.0,Teff,tasseling,2020-10-30,2020-11-09
2538.0,Wheat/Barley,flowering,2020-09-05,2020-09-20
2538.0,Wheat/Barley,harvesting,2020-10-30,2020-11-19
2538.0,Wheat/Barley,planting,2020-07-01,2020-07-11
2538.0,Wheat/Barley,prep,2020-04-12,2020-06-18
2538.0,Wheat/Barley,tasseling,2020-09-21,2020-10-29
2539.0,Wheat/Barley,flowering,2020-09-30,2020-11-09
2539.0,Wheat/Barley,harvesting,2020-11-25,2020-12-31
2539.0,Wheat/Barley,planting,2020-07-12,2020-07-22
2539.0,Wheat/Barley,prep,2020-03-10,2020-07-07
2539.0,Wheat/Barley,tasseling,2020-10-25,2020-11-24
2539.0,other/non_specified,flowering,2020-08-21,2020-09-21
2539.0,other/non_specified,harvesting,2020-11-09,2020-11-14
2539.0,other/non_specified,planting,2020-07-02,2020-07-17
2539.0,other/non_specified,prep,2020-03-10,2020-07-07
2539.0,other/non_specified,tasseling,2020-09-25,2020-10-20
2540.0,Barley,flowering,2020-08-31,2020-09-15
2540.0,Barley,harvesting,2020-10-30,2020-11-14
2540.0,Barley,planting,2020-06-23,2020-07-07
2540.0,Barley,prep,2020-06-08,2020-07-23
2540.0,Barley,tasseling,2020-10-05,2020-10-25
2540.0,Wheat,flowering,2020-09-25,2020-10-10
2540.0,Wheat,harvesting,2020-11-09,2020-12-24
2540.0,Wheat,planting,2020-07-12,2020-07-27
2540.0,Wheat,prep,2020-06-12,2020-07-07
2540.0,Wheat,tasseling,2020-10-12,2020-10-25
2541.0,Beans,flowering,2020-08-26,2020-09-15
2541.0,Beans,harvesting,2020-10-30,2020-11-19
2541.0,Beans,planting,2020-06-27,2020-07-17
2541.0,Beans,prep,2020-04-13,2020-05-08
2541.0,Beans,tasseling,2020-09-20,2020-10-20
2541.0,Wheat,flowering,2020-09-30,2020-10-25
2541.0,Wheat,harvesting,2020-12-19,2020-12-31
2541.0,Wheat,planting,2020-07-12,2020-07-27
2541.0,Wheat,prep,2020-03-19,2020-07-07
2541.0,Wheat,tasseling,2020-10-30,2020-11-24
2544.0,Teff,flowering,2020-09-25,2020-10-10
2544.0,Teff,harvesting,2020-11-29,2020-12-24
2544.0,Teff,planting,2020-07-12,2020-08-06
2544.0,Teff,prep,2020-04-09,2020-07-17
2544.0,Teff,tasseling,2020-10-11,2020-11-29
2544.0,Wheat,flowering,2020-08-26,2020-09-15
2544.0,Wheat,harvesting,2020-10-30,2020-11-19
2544.0,Wheat,planting,2020-06-27,2020-07-12
2544.0,Wheat,prep,2020-04-09,2020-06-22
2544.0,Wheat,tasseling,2020-09-15,2020-10-15
2547.0,Barley,flowering,2020-09-11,2020-10-10
2547.0,Barley,harvesting,2020-11-10,2020-12-09
2547.0,Barley,planting,2020-06-27,2020-07-12
2547.0,Barley,prep,2020-05-23,2020-06-08
2547.0,Barley,tasseling,2020-10-11,2020-10-25
2547.0,Wheat,flowering,2020-09-20,2020-10-05
2547.0,Wheat,harvesting,2020-11-14,2020-12-24
2547.0,Wheat,planting,2020-07-08,2020-07-19
2547.0,Wheat,prep,2020-04-23,2020-06-22
2547.0,Wheat,tasseling,2020-10-10,2020-11-09
2550.0,Barley,flowering,2020-09-06,2020-10-10
2550.0,Barley,harvesting,2020-12-09,2020-12-31
2550.0,Barley,planting,2020-07-08,2020-07-17
2550.0,Barley,prep,2020-03-10,2020-06-12
2550.0,Barley,tasseling,2020-10-25,2020-11-10
2550.0,Wheat,flowering,2020-09-11,2020-10-10
2550.0,Wheat,harvesting,2020-12-09,2020-12-31
2550.0,Wheat,planting,2020-07-08,2020-07-17
2550.0,Wheat,prep,2020-01-23,2020-06-22
2550.0,Wheat,tasseling,2020-10-11,2020-11-10
2551.0,Barley,flowering,2020-09-05,2020-09-25
2551.0,Barley,harvesting,2020-11-14,2020-12-09
2551.0,Barley,planting,2020-06-22,2020-07-22
2551.0,Barley,prep,2020-01-08,2020-06-22
2551.0,Barley,tasseling,2020-10-11,2020-11-09
2551.0,Wheat,flowering,2020-09-06,2020-10-15
2551.0,Wheat,harvesting,2020-11-21,2020-12-31
2551.0,Wheat,planting,2020-06-22,2020-07-22
2551.0,Wheat,prep,2020-02-08,2020-06-22
2551.0,Wheat,tasseling,2020-10-20,2020-11-24
2552.0,Teff,flowering,2020-09-20,2020-10-10
2552.0,Teff,harvesting,2020-11-19,2020-12-24
2552.0,Teff,planting,2020-07-12,2020-07-20
2552.0,Teff,prep,2020-04-13,2020-07-07
2552.0,Teff,tasseling,2020-10-20,2020-11-09
2552.0,Wheat,flowering,2020-08-26,2020-09-11
2552.0,Wheat,harvesting,2020-11-07,2020-11-21
2552.0,Wheat,planting,2020-07-02,2020-07-17
2552.0,Wheat,prep,2020-01-23,2020-06-22
2552.0,Wheat,tasseling,2020-10-05,2020-10-25
2553.0,Teff,flowering,2020-09-30,2020-10-25
2553.0,Teff,harvesting,2020-11-25,2020-12-24
2553.0,Teff,planting,2020-07-13,2020-08-06
2553.0,Teff,prep,2020-04-13,2020-04-23
2553.0,Teff,tasseling,2020-10-30,2020-11-24
2553.0,Wheat,flowering,2020-09-11,2020-09-25
2553.0,Wheat,harvesting,2020-11-10,2020-11-25
2553.0,Wheat,planting,2020-07-08,2020-07-17
2553.0,Wheat,prep,2020-04-09,2020-07-07
2553.0,Wheat,tasseling,2020-10-25,2020-11-09
2554.0,Millet,flowering,2020-08-21,2020-09-02
2554.0,Millet,harvesting,2020-10-12,2020-10-25
2554.0,Millet,planting,2020-07-08,2020-07-26
2554.0,Millet,prep,2020-05-08,2020-06-09
2554.0,Millet,tasseling,2020-09-12,2020-10-10
2554.0,Teff,flowering,2020-09-25,2020-10-20
2554.0,Teff,harvesting,2020-11-30,2020-12-22
2554.0,Teff,planting,2020-07-29,2020-08-12
2554.0,Teff,prep,2020-03-18,2020-07-17
2554.0,Teff,tasseling,2020-10-30,2020-11-20
2554.0,Wheat/Barley,flowering,2020-09-01,2020-10-25
2554.0,Wheat/Barley,harvesting,2020-11-09,2020-11-29
2554.0,Wheat/Barley,planting,2020-06-21,2020-07-13
2554.0,Wheat/Barley,prep,2020-03-09,2020-06-08
2554.0,Wheat/Barley,tasseling,2020-10-05,2020-10-25
2555.0,Teff,flowering,2020-09-22,2020-10-26
2555.0,Teff,harvesting,2020-12-10,2020-12-31
2555.0,Teff,planting,2020-07-20,2020-08-11
2555.0,Teff,prep,2020-03-10,2020-07-19
2555.0,Teff,tasseling,2020-10-27,2020-11-24
2555.0,Wheat/Barley,flowering,2020-08-31,2020-09-17
2555.0,Wheat/Barley,harvesting,2020-11-09,2020-12-14
2555.0,Wheat/Barley,planting,2020-06-12,2020-07-17
2555.0,Wheat/Barley,prep,2020-03-10,2020-06-07
2555.0,Wheat/Barley,tasseling,2020-09-25,2020-10-20
2556.0,Teff,flowering,2020-09-11,2020-10-25
2556.0,Teff,harvesting,2020-12-24,2020-12-31
2556.0,Teff,planting,2020-07-08,2020-08-06
2556.0,Teff,prep,2020-03-10,2020-07-07
2556.0,Teff,tasseling,2020-10-26,2020-12-09
