gid,variable,year,is_bad_year
2666,X2nd,1980,0
2667,X2nd,1980,0
2669,X2nd,1980,0
2673,X2nd,1980,0
2676,X2nd,1980,0
2678,X2nd,1980,0
2679,X2nd,1980,0
2716,X2nd,1980,0
2717,X2nd,1980,0
2718,X2nd,1980,0
2719,X2nd,1980,0
2721,X2nd,1980,0
2723,X2nd,1980,0
2724,X2nd,1980,0
2725,X2nd,1980,0
2726,X2nd,1980,0
2731,X2nd,1980,0
2732,X2nd,1980,0
2733,X2nd,1980,0
2734,X2nd,1980,0
2735,X2nd,1980,0
2736,X2nd,1980,0
2741,X2nd,1980,0
2835,X2nd,1980,0
2836,X2nd,1980,0
2837,X2nd,1980,0
2838,X2nd,1980,0
2839,X2nd,1980,0
2840,X2nd,1980,0
2841,X2nd,1980,0
2842,X2nd,1980,0
2843,X2nd,1980,0
3182,X2nd,1980,0
3183,X2nd,1980,0
3193,X2nd,1980,0
3224,X2nd,1980,0
3226,X2nd,1980,0
3227,X2nd,1980,0
3228,X2nd,1980,0
3229,X2nd,1980,0
3230,X2nd,1980,0
3234,X2nd,1980,0
3235,X2nd,1980,0
3240,X2nd,1980,0
3241,X2nd,1980,0
3246,X2nd,1980,0
3247,X2nd,1980,0
3248,X2nd,1980,0
3249,X2nd,1980,0
3250,X2nd,1980,0
3251,X2nd,1980,0
3462,X2nd,1980,0
3463,X2nd,1980,0
3464,X2nd,1980,0
3467,X2nd,1980,0
3468,X2nd,1980,0
3469,X2nd,1980,0
3470,X2nd,1980,0
3472,X2nd,1980,0
3473,X2nd,1980,0
3474,X2nd,1980,0
3475,X2nd,1980,0
3476,X2nd,1980,0
3477,X2nd,1980,0
3478,X2nd,1980,0
3479,X2nd,1980,0
1128,X3rd,1980,0
1149,X3rd,1980,0
1494,X3rd,1980,0
1754,X3rd,1980,0
1755,X3rd,1980,0
1757,X3rd,1980,0
1758,X3rd,1980,0
1759,X3rd,1980,0
1760,X3rd,1980,0
1766,X3rd,1980,0
1768,X3rd,1980,0
1770,X3rd,1980,0
1771,X3rd,1980,0
1772,X3rd,1980,0
1773,X3rd,1980,0
1774,X3rd,1980,0
1775,X3rd,1980,0
1776,X3rd,1980,0
1777,X3rd,1980,0
1778,X3rd,1980,0
1779,X3rd,1980,0
1780,X3rd,1980,0
1787,X3rd,1980,0
1788,X3rd,1980,0
1789,X3rd,1980,0
1790,X3rd,1980,0
1791,X3rd,1980,0
1794,X3rd,1980,0
1795,X3rd,1980,0
1797,X3rd,1980,0
1798,X3rd,1980,0
1799,X3rd,1980,0
1800,X3rd,1980,0
1805,X3rd,1980,0
1806,X3rd,1980,0
1809,X3rd,1980,0
1810,X3rd,1980,0
1813,X3rd,1980,0
1814,X3rd,1980,0
1815,X3rd,1980,0
2296,X3rd,1980,0
2298,X3rd,1980,0
2299,X3rd,1980,0
2300,X3rd,1980,0
2304,X3rd,1980,0
2305,X3rd,1980,0
2307,X3rd,1980,0
2308,X3rd,1980,0
2319,X3rd,1980,0
2324,X3rd,1980,0
2325,X3rd,1980,0
2326,X3rd,1980,0
2327,X3rd,1980,0
2328,X3rd,1980,0
2329,X3rd,1980,0
2330,X3rd,1980,0
2331,X3rd,1980,0
2332,X3rd,1980,0
2333,X3rd,1980,0
2334,X3rd,1980,0
2335,X3rd,1980,0
2336,X3rd,1980,0
2337,X3rd,1980,0
2338,X3rd,1980,0
2339,X3rd,1980,0
2340,X3rd,1980,0
2341,X3rd,1980,0
2342,X3rd,1980,0
2343,X3rd,1980,0
2512,X3rd,1980,0
2513,X3rd,1980,0
2530,X3rd,1980,0
2532,X3rd,1980,0
2535,X3rd,1980,0
2536,X3rd,1980,0
2537,X3rd,1980,0
2538,X3rd,1980,0
2539,X3rd,1980,0
2540,X3rd,1980,0
2541,X3rd,1980,0
2544,X3rd,1980,0
2545,X3rd,1980,0
2547,X3rd,1980,0
2550,X3rd,1980,0
2551,X3rd,1980,0
2552,X3rd,1980,0
2553,X3rd,1980,0
2554,X3rd,1980,0
2555,X3rd,1980,0
2556,X3rd,1980,0
2557,X3rd,1980,0
2558,X3rd,1980,0
2559,X3rd,1980,0
2561,X3rd,1980,0
2562,X3rd,1980,0
2563,X3rd,1980,0
2564,X3rd,1980,0
2566,X3rd,1980,0
2567,X3rd,1980,0
2568,X3rd,1980,0
2569,X3rd,1980,0
2571,X3rd,1980,0
2576,X3rd,1980,0
2577,X3rd,1980,0
2578,X3rd,1980,0
2580,X3rd,1980,0
2582,X3rd,1980,0
2583,X3rd,1980,0
2584,X3rd,1980,0
2585,X3rd,1980,0
2586,X3rd,1980,0
2587,X3rd,1980,0
2588,X3rd,1980,0
2589,X3rd,1980,0
2590,X3rd,1980,0
2591,X3rd,1980,0
2593,X3rd,1980,0
2594,X3rd,1980,0
2595,X3rd,1980,0
2596,X3rd,1980,0
2597,X3rd,1980,0
2599,X3rd,1980,0
2600,X3rd,1980,0
2601,X3rd,1980,0
2602,X3rd,1980,0
2603,X3rd,1980,0
2604,X3rd,1980,0
2605,X3rd,1980,0
2606,X3rd,1980,0
2607,X3rd,1980,0
2608,X3rd,1980,0
2609,X3rd,1980,0
2616,X3rd,1980,0
2618,X3rd,1980,0
2622,X3rd,1980,0
2624,X3rd,1980,0
2625,X3rd,1980,0
2626,X3rd,1980,0
2628,X3rd,1980,0
2629,X3rd,1980,0
2630,X3rd,1980,0
2631,X3rd,1980,0
2632,X3rd,1980,0
2633,X3rd,1980,0
2634,X3rd,1980,0
2636,X3rd,1980,0
2637,X3rd,1980,0
2641,X3rd,1980,0
2642,X3rd,1980,0
2643,X3rd,1980,0
2644,X3rd,1980,0
2646,X3rd,1980,0
2647,X3rd,1980,0
2648,X3rd,1980,0
2649,X3rd,1980,0
2650,X3rd,1980,0
2652,X3rd,1980,0
2653,X3rd,1980,0
2654,X3rd,1980,0
2657,X3rd,1980,0
2658,X3rd,1980,0
2659,X3rd,1980,0
2661,X3rd,1980,0
2663,X3rd,1980,0
2664,X3rd,1980,0
2666,X3rd,1980,0
2667,X3rd,1980,0
2669,X3rd,1980,0
2673,X3rd,1980,0
2676,X3rd,1980,0
2678,X3rd,1980,0
2679,X3rd,1980,0
2716,X3rd,1980,0
2717,X3rd,1980,0
2718,X3rd,1980,0
2719,X3rd,1980,0
2721,X3rd,1980,0
2723,X3rd,1980,0
2724,X3rd,1980,0
2725,X3rd,1980,0
2726,X3rd,1980,0
2731,X3rd,1980,0
2732,X3rd,1980,0
2733,X3rd,1980,0
2734,X3rd,1980,0
2735,X3rd,1980,0
2736,X3rd,1980,0
2741,X3rd,1980,0
2835,X3rd,1980,0
2836,X3rd,1980,0
2837,X3rd,1980,0
2838,X3rd,1980,0
2839,X3rd,1980,0
2840,X3rd,1980,0
2841,X3rd,1980,0
2842,X3rd,1980,0
2843,X3rd,1980,0
3182,X3rd,1980,0
3183,X3rd,1980,0
3193,X3rd,1980,0
3224,X3rd,1980,0
3226,X3rd,1980,0
3227,X3rd,1980,0
3228,X3rd,1980,0
3229,X3rd,1980,0
3230,X3rd,1980,0
3234,X3rd,1980,0
3235,X3rd,1980,0
3240,X3rd,1980,0
3241,X3rd,1980,0
3246,X3rd,1980,0
3247,X3rd,1980,0
3248,X3rd,1980,0
3249,X3rd,1980,0
3250,X3rd,1980,0
3251,X3rd,1980,0
3462,X3rd,1980,0
3463,X3rd,1980,0
3464,X3rd,1980,0
3467,X3rd,1980,0
3468,X3rd,1980,0
3469,X3rd,1980,0
3470,X3rd,1980,0
3472,X3rd,1980,0
3473,X3rd,1980,0
3474,X3rd,1980,0
3475,X3rd,1980,0
3476,X3rd,1980,0
3477,X3rd,1980,0
3478,X3rd,1980,0
3479,X3rd,1980,0
1128,X4th,1980,0
1149,X4th,1980,0
1494,X4th,1980,0
1754,X4th,1980,0
1755,X4th,1980,0
1757,X4th,1980,0
1758,X4th,1980,0
1759,X4th,1980,0
1760,X4th,1980,0
1766,X4th,1980,0
1768,X4th,1980,0
1770,X4th,1980,0
1771,X4th,1980,0
1772,X4th,1980,0
1773,X4th,1980,0
1774,X4th,1980,0
1775,X4th,1980,0
1776,X4th,1980,0
1777,X4th,1980,0
1778,X4th,1980,0
1779,X4th,1980,0
1780,X4th,1980,0
1787,X4th,1980,0
1788,X4th,1980,0
1789,X4th,1980,0
1790,X4th,1980,0
1791,X4th,1980,0
1794,X4th,1980,0
1795,X4th,1980,0
1797,X4th,1980,0
1798,X4th,1980,0
1799,X4th,1980,0
1800,X4th,1980,0
1805,X4th,1980,0
1806,X4th,1980,0
1809,X4th,1980,0
1810,X4th,1980,0
1813,X4th,1980,0
1814,X4th,1980,0
1815,X4th,1980,0
2296,X4th,1980,0
2298,X4th,1980,0
2299,X4th,1980,0
2300,X4th,1980,0
2304,X4th,1980,0
2305,X4th,1980,0
2307,X4th,1980,0
2308,X4th,1980,0
2319,X4th,1980,0
2324,X4th,1980,0
2325,X4th,1980,0
2326,X4th,1980,0
2327,X4th,1980,0
2328,X4th,1980,0
2329,X4th,1980,0
2330,X4th,1980,0
2331,X4th,1980,0
2332,X4th,1980,0
2333,X4th,1980,0
2334,X4th,1980,0
2335,X4th,1980,0
2336,X4th,1980,0
2337,X4th,1980,0
2338,X4th,1980,0
2339,X4th,1980,0
2340,X4th,1980,0
2341,X4th,1980,0
2342,X4th,1980,0
2343,X4th,1980,0
2512,X4th,1980,0
2513,X4th,1980,0
2530,X4th,1980,0
2532,X4th,1980,0
2535,X4th,1980,0
2536,X4th,1980,0
2537,X4th,1980,0
2538,X4th,1980,0
2539,X4th,1980,0
2540,X4th,1980,0
2541,X4th,1980,0
2544,X4th,1980,0
2545,X4th,1980,0
2547,X4th,1980,0
2550,X4th,1980,0
2551,X4th,1980,0
2552,X4th,1980,0
2553,X4th,1980,0
2554,X4th,1980,0
2555,X4th,1980,0
2556,X4th,1980,0
2557,X4th,1980,0
2558,X4th,1980,0
2559,X4th,1980,0
2561,X4th,1980,0
2562,X4th,1980,0
2563,X4th,1980,0
2564,X4th,1980,0
2566,X4th,1980,0
2567,X4th,1980,0
2568,X4th,1980,0
2569,X4th,1980,0
2571,X4th,1980,0
2576,X4th,1980,0
2577,X4th,1980,0
2578,X4th,1980,0
2580,X4th,1980,0
2582,X4th,1980,0
2583,X4th,1980,0
2584,X4th,1980,0
2585,X4th,1980,0
2586,X4th,1980,0
2587,X4th,1980,0
2588,X4th,1980,0
2589,X4th,1980,0
2590,X4th,1980,0
2591,X4th,1980,0
2593,X4th,1980,0
2594,X4th,1980,0
2595,X4th,1980,0
2596,X4th,1980,0
2597,X4th,1980,0
2599,X4th,1980,0
2600,X4th,1980,0
2601,X4th,1980,0
2602,X4th,1980,0
2603,X4th,1980,0
2604,X4th,1980,0
2605,X4th,1980,0
2606,X4th,1980,0
2607,X4th,1980,0
2608,X4th,1980,0
2609,X4th,1980,0
2616,X4th,1980,0
2618,X4th,1980,0
2622,X4th,1980,0
2624,X4th,1980,0
2625,X4th,1980,0
2626,X4th,1980,0
2628,X4th,1980,0
2629,X4th,1980,0
2630,X4th,1980,0
2631,X4th,1980,0
2632,X4th,1980,0
2633,X4th,1980,0
2634,X4th,1980,0
2636,X4th,1980,0
2637,X4th,1980,0
2641,X4th,1980,0
2642,X4th,1980,0
2643,X4th,1980,0
2644,X4th,1980,0
2646,X4th,1980,0
2647,X4th,1980,0
2648,X4th,1980,0
2649,X4th,1980,0
2650,X4th,1980,0
2652,X4th,1980,0
2653,X4th,1980,0
2654,X4th,1980,0
2657,X4th,1980,0
2658,X4th,1980,0
2659,X4th,1980,0
2661,X4th,1980,0
2663,X4th,1980,0
2664,X4th,1980,0
2666,X4th,1980,0
2667,X4th,1980,0
2669,X4th,1980,0
2673,X4th,1980,0
2676,X4th,1980,0
2678,X4th,1980,0
2679,X4th,1980,0
2716,X4th,1980,0
2717,X4th,1980,0
2718,X4th,1980,0
2719,X4th,1980,0
2721,X4th,1980,0
2723,X4th,1980,0
2724,X4th,1980,0
2725,X4th,1980,0
2726,X4th,1980,0
2731,X4th,1980,0
2732,X4th,1980,0
2733,X4th,1980,0
2734,X4th,1980,0
2735,X4th,1980,0
2736,X4th,1980,0
2741,X4th,1980,0
2835,X4th,1980,0
2836,X4th,1980,0
2837,X4th,1980,0
2838,X4th,1980,0
2839,X4th,1980,0
2840,X4th,1980,0
2841,X4th,1980,0
2842,X4th,1980,0
2843,X4th,1980,0
3182,X4th,1980,0
3183,X4th,1980,0
3193,X4th,1980,0
3224,X4th,1980,0
3226,X4th,1980,0
3227,X4th,1980,0
3228,X4th,1980,0
3229,X4th,1980,0
3230,X4th,1980,0
3234,X4th,1980,0
3235,X4th,1980,0
3240,X4th,1980,0
3241,X4th,1980,0
3246,X4th,1980,0
3247,X4th,1980,0
3248,X4th,1980,0
3249,X4th,1980,0
3250,X4th,1980,0
3251,X4th,1980,0
3462,X4th,1980,0
3463,X4th,1980,0
3464,X4th,1980,0
3467,X4th,1980,0
3468,X4th,1980,0
3469,X4th,1980,0
3470,X4th,1980,0
3472,X4th,1980,0
3473,X4th,1980,0
3474,X4th,1980,0
3475,X4th,1980,0
3476,X4th,1980,0
3477,X4th,1980,0
3478,X4th,1980,0
3479,X4th,1980,0
1128,X5th,1980,0
1149,X5th,1980,0
1494,X5th,1980,0
1754,X5th,1980,0
1755,X5th,1980,0
1757,X5th,1980,0
1758,X5th,1980,0
1759,X5th,1980,0
1760,X5th,1980,0
1766,X5th,1980,0
1768,X5th,1980,0
1770,X5th,1980,0
1771,X5th,1980,0
1772,X5th,1980,0
1773,X5th,1980,0
1774,X5th,1980,0
1775,X5th,1980,0
1776,X5th,1980,0
1777,X5th,1980,0
1778,X5th,1980,0
1779,X5th,1980,0
1780,X5th,1980,0
1787,X5th,1980,0
1788,X5th,1980,0
1789,X5th,1980,0
1790,X5th,1980,0
1791,X5th,1980,0
1794,X5th,1980,0
1795,X5th,1980,0
1797,X5th,1980,0
1798,X5th,1980,0
1799,X5th,1980,0
1800,X5th,1980,0
1805,X5th,1980,0
1806,X5th,1980,0
1809,X5th,1980,0
1810,X5th,1980,0
1813,X5th,1980,0
1814,X5th,1980,0
1815,X5th,1980,0
2296,X5th,1980,0
2298,X5th,1980,0
2299,X5th,1980,0
2300,X5th,1980,0
2304,X5th,1980,0
2305,X5th,1980,0
2307,X5th,1980,0
2308,X5th,1980,0
2319,X5th,1980,0
2324,X5th,1980,0
2325,X5th,1980,0
2326,X5th,1980,0
2327,X5th,1980,0
2328,X5th,1980,0
2329,X5th,1980,0
2330,X5th,1980,0
2331,X5th,1980,0
2332,X5th,1980,0
2333,X5th,1980,0
2334,X5th,1980,0
2335,X5th,1980,0
2336,X5th,1980,0
2337,X5th,1980,0
2338,X5th,1980,0
2339,X5th,1980,0
2340,X5th,1980,0
2341,X5th,1980,0
2342,X5th,1980,0
2343,X5th,1980,0
2512,X5th,1980,0
2513,X5th,1980,0
2530,X5th,1980,0
2532,X5th,1980,0
2535,X5th,1980,0
2536,X5th,1980,0
2537,X5th,1980,0
2538,X5th,1980,0
2539,X5th,1980,0
2540,X5th,1980,0
2541,X5th,1980,0
2544,X5th,1980,0
2545,X5th,1980,0
2547,X5th,1980,0
2550,X5th,1980,0
2551,X5th,1980,0
2552,X5th,1980,0
2553,X5th,1980,0
2554,X5th,1980,0
2555,X5th,1980,0
2556,X5th,1980,0
2557,X5th,1980,0
2558,X5th,1980,0
2559,X5th,1980,0
2561,X5th,1980,0
2562,X5th,1980,0
2563,X5th,1980,0
2564,X5th,1980,0
2566,X5th,1980,0
2567,X5th,1980,0
2568,X5th,1980,0
2569,X5th,1980,0
2571,X5th,1980,0
2576,X5th,1980,0
2577,X5th,1980,0
2578,X5th,1980,0
2580,X5th,1980,0
2582,X5th,1980,0
2583,X5th,1980,0
2584,X5th,1980,0
2585,X5th,1980,0
2586,X5th,1980,0
2587,X5th,1980,0
2588,X5th,1980,0
2589,X5th,1980,0
2590,X5th,1980,0
2591,X5th,1980,0
2593,X5th,1980,0
2594,X5th,1980,0
2595,X5th,1980,0
2596,X5th,1980,0
2597,X5th,1980,0
2599,X5th,1980,0
2600,X5th,1980,0
2601,X5th,1980,0
2602,X5th,1980,0
2603,X5th,1980,0
2604,X5th,1980,0
2605,X5th,1980,0
2606,X5th,1980,0
2607,X5th,1980,0
2608,X5th,1980,0
2609,X5th,1980,0
2616,X5th,1980,0
2618,X5th,1980,0
2622,X5th,1980,0
2624,X5th,1980,0
2625,X5th,1980,0
2626,X5th,1980,0
2628,X5th,1980,0
2629,X5th,1980,0
2630,X5th,1980,0
2631,X5th,1980,0
2632,X5th,1980,0
2633,X5th,1980,0
2634,X5th,1980,0
2636,X5th,1980,0
2637,X5th,1980,0
2641,X5th,1980,0
2642,X5th,1980,0
2643,X5th,1980,0
2644,X5th,1980,0
2646,X5th,1980,0
2647,X5th,1980,0
2648,X5th,1980,0
2649,X5th,1980,0
2650,X5th,1980,0
2652,X5th,1980,0
2653,X5th,1980,0
2654,X5th,1980,0
2657,X5th,1980,0
2658,X5th,1980,0
2659,X5th,1980,0
2661,X5th,1980,0
2663,X5th,1980,0
2664,X5th,1980,0
2666,X5th,1980,0
2667,X5th,1980,0
2669,X5th,1980,0
2673,X5th,1980,0
2676,X5th,1980,0
2678,X5th,1980,0
2679,X5th,1980,0
2716,X5th,1980,0
2717,X5th,1980,0
2718,X5th,1980,0
2719,X5th,1980,0
2721,X5th,1980,0
2723,X5th,1980,0
2724,X5th,1980,0
2725,X5th,1980,0
2726,X5th,1980,0
2731,X5th,1980,0
2732,X5th,1980,0
2733,X5th,1980,0
2734,X5th,1980,0
2735,X5th,1980,0
2736,X5th,1980,0
2741,X5th,1980,0
2835,X5th,1980,0
2836,X5th,1980,0
2837,X5th,1980,0
2838,X5th,1980,0
2839,X5th,1980,0
2840,X5th,1980,0
2841,X5th,1980,0
2842,X5th,1980,0
2843,X5th,1980,0
3182,X5th,1980,0
3183,X5th,1980,0
3193,X5th,1980,0
3224,X5th,1980,0
