FL_DATE,AIRLINE,AIRLINE_DOT,AIRLINE_CODE,DOT_CODE,FL_NUMBER,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,DELAY_DUE_CARRIER,DELAY_DUE_WEATHER,DELAY_DUE_NAS,DELAY_DUE_SECURITY,DELAY_DUE_LATE_AIRCRAFT,latitude,longitude,latitude_dest,longitude_dest
2019-10-19,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,407,MCO,"Orlando, FL",DFW,"Dallas/Fort Worth, TX",1017,1319.0,182.0,15.0,1334.0,,,1213,,,1.0,A,0.0,176.0,,,985.0,,,,,,28.412903550000003,-81.30944309752753,32.89651945,-97.0465220537124
2019-03-24,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,4497,LAX,"Los Angeles, CA",BWI,"Baltimore, MD",640,,,,,,,1435,,,1.0,A,0.0,295.0,,,2329.0,,,,,,33.94216754999999,-118.42135906141588,39.1828341,-76.6698273
2019-10-23,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1204,MDW,"Chicago, IL",LAX,"Los Angeles, CA",700,,,,,,,930,,,1.0,A,0.0,270.0,,,1750.0,,,,,,41.7854316,-87.75084869357148,33.94216754999999,-118.42135906141588
2019-10-19,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1593,AUS,"Austin, TX",MIA,"Miami, FL",538,,,,,,,928,,,1.0,A,0.0,170.0,,,1103.0,,,,,,30.19348925,-97.66500963529676,25.7949789,-80.28672341095405
2019-10-25,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,531,ORD,"Chicago, IL",LAX,"Los Angeles, CA",1000,,,,,,,1227,,,1.0,A,0.0,267.0,,,1744.0,,,,,,41.9780813,-87.90918176930403,33.94216754999999,-118.42135906141588
2019-10-18,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1163,ORD,"Chicago, IL",LAX,"Los Angeles, CA",819,,,,,,,1056,,,1.0,A,0.0,277.0,,,1744.0,,,,,,41.9780813,-87.90918176930403,33.94216754999999,-118.42135906141588
2019-05-06,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1593,AUS,"Austin, TX",MIA,"Miami, FL",544,,,,,,,927,,,1.0,B,0.0,163.0,,,1103.0,,,,,,30.19348925,-97.66500963529676,25.7949789,-80.28672341095405
2019-01-27,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.: HA,HA,19690,47,OAK,"Oakland, CA",HNL,"Honolulu, HI",820,,,,,,,1205,,,1.0,A,0.0,345.0,,,2409.0,,,,,,37.72225915,-122.21701661553246,21.32040435,-157.9173135198164
2019-02-11,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2089,BWI,"Baltimore, MD",SJU,"San Juan, PR",845,,,,,,,1350,,,1.0,B,0.0,245.0,,,1565.0,,,,,,39.1828341,-76.6698273,18.44319945,-65.99743036847468
2019-10-24,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2251,DFW,"Dallas/Fort Worth, TX",BWI,"Baltimore, MD",2059,,,,,,,49,,,1.0,B,0.0,170.0,,,1217.0,,,,,,32.89651945,-97.0465220537124,39.1828341,-76.6698273
2019-03-04,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,890,OAK,"Oakland, CA",DFW,"Dallas/Fort Worth, TX",1123,,,,,,,1646,,,1.0,A,0.0,203.0,,,1457.0,,,,,,37.72225915,-122.21701661553246,32.89651945,-97.0465220537124
2019-03-17,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2772,OAK,"Oakland, CA",AUS,"Austin, TX",605,,,,,,,1130,,,1.0,A,0.0,205.0,,,1497.0,,,,,,37.72225915,-122.21701661553246,30.19348925,-97.66500963529676
2019-03-03,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2814,DFW,"Dallas/Fort Worth, TX",EWR,"Newark, NJ",2026,,,,,,,48,,,1.0,B,0.0,202.0,,,1372.0,,,,,,32.89651945,-97.0465220537124,40.68906405,-74.17725485035348
2020-01-11,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1591,SJU,"San Juan, PR",DFW,"Dallas/Fort Worth, TX",800,,,,,,,1130,,,1.0,B,0.0,330.0,,,2165.0,,,,,,18.44319945,-65.99743036847468,32.89651945,-97.0465220537124
2019-11-04,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2919,OAK,"Oakland, CA",MDW,"Chicago, IL",1650,,,,,,,2250,,,1.0,A,0.0,240.0,,,1844.0,,,,,,37.72225915,-122.21701661553246,41.7854316,-87.75084869357148
2019-03-31,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,4103,SJU,"San Juan, PR",MCO,"Orlando, FL",1700,,,,,,,2015,,,1.0,A,0.0,195.0,,,1189.0,,,,,,18.44319945,-65.99743036847468,28.412903550000003,-81.30944309752753
2019-12-19,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2001,ORD,"Chicago, IL",EWR,"Newark, NJ",815,,,,,,,1123,,,1.0,B,0.0,128.0,,,719.0,,,,,,41.9780813,-87.90918176930403,40.68906405,-74.17725485035348
2019-03-04,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,641,BOS,"Boston, MA",LAS,"Las Vegas, NV",1700,,,,,,,2019,,,1.0,B,0.0,379.0,,,2381.0,,,,,,42.36317665,-71.01364006269452,36.0861034,-115.1611197919236
2019-12-02,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,375,BOS,"Boston, MA",MDW,"Chicago, IL",1645,,,,,,,1830,,,1.0,C,0.0,165.0,,,861.0,,,,,,42.36317665,-71.01364006269452,41.7854316,-87.75084869357148
2019-12-30,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,345,LAS,"Las Vegas, NV",MDW,"Chicago, IL",1920,,,,,,,45,,,1.0,B,0.0,205.0,,,1521.0,,,,,,36.0861034,-115.1611197919236,41.7854316,-87.75084869357148
2019-12-02,JetBlue Airways,JetBlue Airways: B6,B6,20409,2579,BOS,"Boston, MA",EWR,"Newark, NJ",1632,2033.0,241.0,,,,,1811,,,1.0,C,0.0,99.0,,,200.0,,,,,,42.36317665,-71.01364006269452,40.68906405,-74.17725485035348
2019-11-02,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1438,ORD,"Chicago, IL",MIA,"Miami, FL",840,,,,,,,1251,,,1.0,A,0.0,191.0,,,1197.0,,,,,,41.9780813,-87.90918176930403,25.7949789,-80.28672341095405
2022-02-04,Mesa Airlines Inc.,Mesa Airlines Inc.: YV,YV,20378,5949,DFW,"Dallas/Fort Worth, TX",LGB,"Long Beach, CA",1040,,,,,,,1209,,,1.0,B,0.0,209.0,,,1221.0,,,,,,32.89651945,-97.0465220537124,33.815565899999996,-118.1534292216672
2019-11-11,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,588,MCO,"Orlando, FL",MIA,"Miami, FL",833,,,,,,,944,,,1.0,A,0.0,71.0,,,192.0,,,,,,28.412903550000003,-81.30944309752753,25.7949789,-80.28672341095405
2019-06-17,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,880,MCO,"Orlando, FL",LAX,"Los Angeles, CA",935,,,,,,,1147,,,1.0,A,0.0,312.0,,,2218.0,,,,,,28.412903550000003,-81.30944309752753,33.94216754999999,-118.42135906141588
2020-04-01,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,496,SJU,"San Juan, PR",MDW,"Chicago, IL",1540,,,,,,,1955,,,1.0,D,0.0,315.0,,,2057.0,,,,,,18.44319945,-65.99743036847468,41.7854316,-87.75084869357148
2019-03-18,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1506,EWR,"Newark, NJ",MIA,"Miami, FL",1730,,,,,,,2046,,,1.0,A,0.0,196.0,,,1085.0,,,,,,40.68906405,-74.17725485035348,25.7949789,-80.28672341095405
2019-12-30,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2366,LAX,"Los Angeles, CA",MDW,"Chicago, IL",1410,,,,,,,2000,,,1.0,B,0.0,230.0,,,1750.0,,,,,,33.94216754999999,-118.42135906141588,41.7854316,-87.75084869357148
2019-05-12,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1303,AUS,"Austin, TX",OAK,"Oakland, CA",1355,,,,,,,1550,,,1.0,A,0.0,235.0,,,1497.0,,,,,,30.19348925,-97.66500963529676,37.72225915,-122.21701661553246
2019-10-26,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1220,LAX,"Los Angeles, CA",HNL,"Honolulu, HI",810,,,,,,,1102,,,1.0,A,0.0,352.0,,,2556.0,,,,,,33.94216754999999,-118.42135906141588,21.32040435,-157.9173135198164
2019-02-05,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,968,ORD,"Chicago, IL",BWI,"Baltimore, MD",2045,,,,,,,2335,,,1.0,B,0.0,110.0,,,622.0,,,,,,41.9780813,-87.90918176930403,39.1828341,-76.6698273
2020-03-29,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2582,OAK,"Oakland, CA",MCO,"Orlando, FL",600,,,,,,,1410,,,1.0,D,0.0,310.0,,,2438.0,,,,,,37.72225915,-122.21701661553246,28.412903550000003,-81.30944309752753
2019-11-11,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2265,LAX,"Los Angeles, CA",ORD,"Chicago, IL",646,,,,,,,1247,,,1.0,B,0.0,241.0,,,1744.0,,,,,,33.94216754999999,-118.42135906141588,41.9780813,-87.90918176930403
2019-03-01,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,641,BOS,"Boston, MA",LAS,"Las Vegas, NV",1700,,,,,,,2019,,,1.0,A,0.0,379.0,,,2381.0,,,,,,42.36317665,-71.01364006269452,36.0861034,-115.1611197919236
2019-10-31,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3151,LAX,"Los Angeles, CA",MDW,"Chicago, IL",620,,,,,,,1220,,,1.0,B,0.0,240.0,,,1750.0,,,,,,33.94216754999999,-118.42135906141588,41.7854316,-87.75084869357148
2019-03-23,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,5496,MCO,"Orlando, FL",LAS,"Las Vegas, NV",1610,,,,,,,1825,,,1.0,A,0.0,315.0,,,2039.0,,,,,,28.412903550000003,-81.30944309752753,36.0861034,-115.1611197919236
2019-03-03,JetBlue Airways,JetBlue Airways: B6,B6,20409,405,BOS,"Boston, MA",LGB,"Long Beach, CA",1717,,,,,,,2051,,,1.0,B,0.0,394.0,,,2602.0,,,,,,42.36317665,-71.01364006269452,33.815565899999996,-118.1534292216672
2019-11-01,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,3135,AUS,"Austin, TX",OAK,"Oakland, CA",930,,,,,,,1125,,,1.0,A,0.0,235.0,,,1497.0,,,,,,30.19348925,-97.66500963529676,37.72225915,-122.21701661553246
2019-01-19,JetBlue Airways,JetBlue Airways: B6,B6,20409,1389,EWR,"Newark, NJ",SJU,"San Juan, PR",2101,,,,,,,152,,,1.0,B,0.0,231.0,,,1608.0,,,,,,40.68906405,-74.17725485035348,18.44319945,-65.99743036847468
2022-08-11,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.: HA,HA,19690,81,AUS,"Austin, TX",HNL,"Honolulu, HI",935,1114.0,99.0,17.0,1131.0,1406.0,11.0,1245,1417.0,92.0,0.0,,0.0,490.0,483.0,455.0,3764.0,28.0,0.0,0.0,64.0,0.0,30.19348925,-97.66500963529676,21.32040435,-157.9173135198164
2022-12-23,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,1371,MDW,"Chicago, IL",DFW,"Dallas/Fort Worth, TX",845,,,,,,,1110,,,1.0,B,0.0,145.0,,,797.0,,,,,,41.7854316,-87.75084869357148,32.89651945,-97.0465220537124
2019-03-04,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,890,DFW,"Dallas/Fort Worth, TX",OAK,"Oakland, CA",842,,,,,,,1030,,,1.0,A,0.0,228.0,,,1457.0,,,,,,32.89651945,-97.0465220537124,37.72225915,-122.21701661553246
2019-05-28,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,1598,LAX,"Los Angeles, CA",AUS,"Austin, TX",700,,,,,,,1205,,,1.0,A,0.0,185.0,,,1242.0,,,,,,33.94216754999999,-118.42135906141588,30.19348925,-97.66500963529676
2019-11-11,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1495,MIA,"Miami, FL",ORD,"Chicago, IL",704,,,,,,,929,,,1.0,B,0.0,205.0,,,1197.0,,,,,,25.7949789,-80.28672341095405,41.9780813,-87.90918176930403
2019-11-11,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,145,MIA,"Miami, FL",ORD,"Chicago, IL",1125,,,,,,,1352,,,1.0,B,0.0,207.0,,,1197.0,,,,,,25.7949789,-80.28672341095405,41.9780813,-87.90918176930403
2019-02-22,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,5879,LGB,"Long Beach, CA",LAS,"Las Vegas, NV",1140,,,,,,,1245,,,1.0,A,0.0,65.0,,,231.0,,,,,,33.815565899999996,-118.1534292216672,36.0861034,-115.1611197919236
2019-10-10,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1205,DFW,"Dallas/Fort Worth, TX",AUS,"Austin, TX",2239,,,,,,,2341,,,1.0,B,0.0,62.0,,,190.0,,,,,,32.89651945,-97.0465220537124,30.19348925,-97.66500963529676
2019-03-15,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2567,DFW,"Dallas/Fort Worth, TX",MIA,"Miami, FL",615,,,,,,,956,,,1.0,A,0.0,161.0,,,1121.0,,,,,,32.89651945,-97.0465220537124,25.7949789,-80.28672341095405
2020-04-03,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,8,HNL,"Honolulu, HI",DFW,"Dallas/Fort Worth, TX",1715,,,,,,,528,,,1.0,D,0.0,433.0,,,3784.0,,,,,,21.32040435,-157.9173135198164,32.89651945,-97.0465220537124
2019-12-01,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,140,MCO,"Orlando, FL",EWR,"Newark, NJ",1401,,,,,,,1645,,,1.0,B,0.0,164.0,,,937.0,,,,,,28.412903550000003,-81.30944309752753,40.68906405,-74.17725485035348
2019-12-02,JetBlue Airways,JetBlue Airways: B6,B6,20409,2279,BOS,"Boston, MA",EWR,"Newark, NJ",711,,,,,,,839,,,1.0,B,0.0,88.0,,,200.0,,,,,,42.36317665,-71.01364006269452,40.68906405,-74.17725485035348
2019-10-11,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1908,LAS,"Las Vegas, NV",DFW,"Dallas/Fort Worth, TX",700,,,,,,,1144,,,1.0,A,0.0,164.0,,,1055.0,,,,,,36.0861034,-115.1611197919236,32.89651945,-97.0465220537124
2019-12-02,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,122,SJU,"San Juan, PR",EWR,"Newark, NJ",759,,,,,,,1130,,,1.0,A,0.0,271.0,,,1608.0,,,,,,18.44319945,-65.99743036847468,40.68906405,-74.17725485035348
2019-11-09,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2977,BWI,"Baltimore, MD",MCO,"Orlando, FL",1340,,,,,,,1610,,,1.0,A,0.0,150.0,,,787.0,,,,,,39.1828341,-76.6698273,28.412903550000003,-81.30944309752753
2019-12-30,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,2446,MDW,"Chicago, IL",BWI,"Baltimore, MD",2145,,,,,,,30,,,1.0,B,0.0,105.0,,,611.0,,,,,,41.7854316,-87.75084869357148,39.1828341,-76.6698273
2019-12-16,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1930,LAX,"Los Angeles, CA",OAK,"Oakland, CA",620,,,,,,,745,,,1.0,B,0.0,85.0,,,337.0,,,,,,33.94216754999999,-118.42135906141588,37.72225915,-122.21701661553246
2019-11-11,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,519,ORD,"Chicago, IL",LAS,"Las Vegas, NV",1310,,,,,,,1510,,,1.0,B,0.0,240.0,,,1514.0,,,,,,41.9780813,-87.90918176930403,36.0861034,-115.1611197919236
2019-03-23,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,5505,BWI,"Baltimore, MD",LAX,"Los Angeles, CA",1915,,,,,,,2215,,,1.0,A,0.0,360.0,,,2329.0,,,,,,39.1828341,-76.6698273,33.94216754999999,-118.42135906141588
2019-07-23,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.: HA,HA,19690,89,BOS,"Boston, MA",HNL,"Honolulu, HI",920,924.0,4.0,32.0,956.0,1426.0,5.0,1425,1431.0,6.0,0.0,,0.0,665.0,667.0,630.0,5095.0,,,,,,42.36317665,-71.01364006269452,21.32040435,-157.9173135198164
2019-12-21,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,52,HNL,"Honolulu, HI",ORD,"Chicago, IL",2300,,,,,,,1048,,,1.0,A,0.0,468.0,,,4243.0,,,,,,21.32040435,-157.9173135198164,41.9780813,-87.90918176930403
2019-11-11,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1100,MCO,"Orlando, FL",ORD,"Chicago, IL",1924,,,,,,,2131,,,1.0,B,0.0,187.0,,,1005.0,,,,,,28.412903550000003,-81.30944309752753,41.9780813,-87.90918176930403
2020-04-04,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,5,DFW,"Dallas/Fort Worth, TX",HNL,"Honolulu, HI",1120,,,,,,,1502,,,1.0,D,0.0,522.0,,,3784.0,,,,,,32.89651945,-97.0465220537124,21.32040435,-157.9173135198164
2019-04-22,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,648,MCO,"Orlando, FL",OAK,"Oakland, CA",1540,,,,,,,1835,,,1.0,A,0.0,355.0,,,2438.0,,,,,,28.412903550000003,-81.30944309752753,37.72225915,-122.21701661553246
2019-08-31,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1591,SJU,"San Juan, PR",DFW,"Dallas/Fort Worth, TX",900,,,,,,,1301,,,1.0,B,0.0,301.0,,,2165.0,,,,,,18.44319945,-65.99743036847468,32.89651945,-97.0465220537124
2019-03-03,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2271,LAS,"Las Vegas, NV",EWR,"Newark, NJ",1610,,,,,,,2356,,,1.0,B,0.0,286.0,,,2227.0,,,,,,36.0861034,-115.1611197919236,40.68906405,-74.17725485035348
2019-03-20,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1042,MIA,"Miami, FL",DFW,"Dallas/Fort Worth, TX",1104,,,,,,,1331,,,1.0,A,0.0,207.0,,,1121.0,,,,,,25.7949789,-80.28672341095405,32.89651945,-97.0465220537124
2019-03-11,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1042,MIA,"Miami, FL",DFW,"Dallas/Fort Worth, TX",1104,,,,,,,1331,,,1.0,A,0.0,207.0,,,1121.0,,,,,,25.7949789,-80.28672341095405,32.89651945,-97.0465220537124
2019-10-24,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,147,LAX,"Los Angeles, CA",DFW,"Dallas/Fort Worth, TX",1610,,,,,,,2111,,,1.0,B,0.0,181.0,,,1235.0,,,,,,33.94216754999999,-118.42135906141588,32.89651945,-97.0465220537124
2019-12-12,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,177,MCO,"Orlando, FL",BWI,"Baltimore, MD",2310,,,,,,,115,,,1.0,A,0.0,125.0,,,787.0,,,,,,28.412903550000003,-81.30944309752753,39.1828341,-76.6698273
2019-10-31,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,176,AUS,"Austin, TX",ORD,"Chicago, IL",1345,,,,,,,1630,,,1.0,B,0.0,165.0,,,977.0,,,,,,30.19348925,-97.66500963529676,41.9780813,-87.90918176930403
2019-11-02,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1173,SJU,"San Juan, PR",EWR,"Newark, NJ",1240,,,,,,,1650,,,1.0,A,0.0,250.0,,,1608.0,,,,,,18.44319945,-65.99743036847468,40.68906405,-74.17725485035348
2019-12-01,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,422,EWR,"Newark, NJ",ORD,"Chicago, IL",1515,,,,,,,1654,,,1.0,A,0.0,159.0,,,719.0,,,,,,40.68906405,-74.17725485035348,41.9780813,-87.90918176930403
2019-10-18,Frontier Airlines Inc.,Frontier Airlines Inc.: F9,F9,20436,2159,MIA,"Miami, FL",LAS,"Las Vegas, NV",1530,,,,,,,1745,,,1.0,A,0.0,315.0,,,2174.0,,,,,,25.7949789,-80.28672341095405,36.0861034,-115.1611197919236
2019-06-15,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2361,LAX,"Los Angeles, CA",MCO,"Orlando, FL",805,,,,,,,1617,,,1.0,C,0.0,312.0,,,2218.0,,,,,,33.94216754999999,-118.42135906141588,28.412903550000003,-81.30944309752753
2022-05-05,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1687,SJU,"San Juan, PR",AUS,"Austin, TX",600,555.0,-5.0,,,,,1011,,,1.0,A,0.0,311.0,,,2146.0,,,,,,18.44319945,-65.99743036847468,30.19348925,-97.66500963529676
2019-02-20,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1381,EWR,"Newark, NJ",OAK,"Oakland, CA",1340,,,,,,,1705,,,1.0,B,0.0,385.0,,,2555.0,,,,,,40.68906405,-74.17725485035348,37.72225915,-122.21701661553246
2019-02-26,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,870,OAK,"Oakland, CA",EWR,"Newark, NJ",655,,,,,,,1515,,,1.0,A,0.0,320.0,,,2555.0,,,,,,37.72225915,-122.21701661553246,40.68906405,-74.17725485035348
2019-02-21,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,4124,LAS,"Las Vegas, NV",LGB,"Long Beach, CA",950,,,,,,,1100,,,1.0,B,0.0,70.0,,,231.0,,,,,,36.0861034,-115.1611197919236,33.815565899999996,-118.1534292216672
2019-10-24,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,717,LAS,"Las Vegas, NV",LAX,"Los Angeles, CA",1600,,,,,,,1710,,,1.0,C,0.0,70.0,,,236.0,,,,,,36.0861034,-115.1611197919236,33.94216754999999,-118.42135906141588
2019-03-14,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,2664,AUS,"Austin, TX",ORD,"Chicago, IL",1317,,,,,,,1559,,,1.0,A,0.0,162.0,,,977.0,,,,,,30.19348925,-97.66500963529676,41.9780813,-87.90918176930403
2019-10-31,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,1653,EWR,"Newark, NJ",MDW,"Chicago, IL",1145,,,,,,,1305,,,1.0,B,0.0,140.0,,,711.0,,,,,,40.68906405,-74.17725485035348,41.7854316,-87.75084869357148
2019-10-22,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,2317,EWR,"Newark, NJ",AUS,"Austin, TX",1045,,,,,,,1334,,,1.0,A,0.0,229.0,,,1504.0,,,,,,40.68906405,-74.17725485035348,30.19348925,-97.66500963529676
2019-05-31,American Airlines Inc.,American Airlines Inc.: AA,AA,19805,1454,MIA,"Miami, FL",LAX,"Los Angeles, CA",1530,,,,,,,1813,,,1.0,A,0.0,343.0,,,2342.0,,,,,,25.7949789,-80.28672341095405,33.94216754999999,-118.42135906141588
2019-01-19,JetBlue Airways,JetBlue Airways: B6,B6,20409,177,BOS,"Boston, MA",LAS,"Las Vegas, NV",2112,,,,,,,22,,,1.0,B,0.0,370.0,,,2381.0,,,,,,42.36317665,-71.01364006269452,36.0861034,-115.1611197919236
2019-12-07,Hawaiian Airlines Inc.,Hawaiian Airlines Inc.: HA,HA,19690,3,LAX,"Los Angeles, CA",HNL,"Honolulu, HI",1000,,,,,,,1400,,,1.0,A,0.0,360.0,,,2556.0,,,,,,33.94216754999999,-118.42135906141588,21.32040435,-157.9173135198164
2019-12-29,United Air Lines Inc.,United Air Lines Inc.: UA,UA,19977,1825,SJU,"San Juan, PR",EWR,"Newark, NJ",1730,,,,,,,2035,,,1.0,A,0.0,245.0,,,1608.0,,,,,,18.44319945,-65.99743036847468,40.68906405,-74.17725485035348
2021-04-11,Southwest Airlines Co.,Southwest Airlines Co.: WN,WN,19393,621,MIA,"Miami, FL",MDW,"Chicago, IL",1200,1233.0,33.0,,,,,1425,,,1.0,C,0.0,205.0,,,1182.0,,,,,,25.7949789,-80.28672341095405,41.7854316,-87.75084869357148
2019-12-25,Spirit Air Lines,Spirit Air Lines: NK,NK,20416,2322,EWR,"Newark, NJ",SJU,"San Juan, PR",1005,,,,,,,1519,,,1.0,A,0.0,254.0,,,1608.0,,,,,,40.68906405,-74.17725485035348,18.44319945,-65.99743036847468
