,date,province,confirmed
944,2020-03-15,Gangwon-do,29
945,2020-03-15,Chungcheongbuk-do,31
946,2020-03-15,Chungcheongnam-do,115
947,2020-03-15,Jeollabuk-do,7
948,2020-03-15,Jeollanam-do,4
949,2020-03-15,Gyeongsangbuk-do,1157
950,2020-03-15,Gyeongsangnam-do,85
951,2020-03-15,Jeju-do,4
952,2020-03-16,Seoul,253
953,2020-03-16,Busan,107
954,2020-03-16,Daegu,6066
955,2020-03-16,Incheon,30
956,2020-03-16,Gwangju,16
957,2020-03-16,Daejeon,22
958,2020-03-16,Ulsan,28
960,2020-03-16,Gyeonggi-do,231
961,2020-03-16,Gangwon-do,29
962,2020-03-16,Chungcheongbuk-do,31
963,2020-03-16,Chungcheongnam-do,115
964,2020-03-16,Jeollabuk-do,7
965,2020-03-16,Jeollanam-do,4
966,2020-03-16,Gyeongsangbuk-do,1164
967,2020-03-16,Gyeongsangnam-do,85
968,2020-03-16,Jeju-do,4
969,2020-03-17,Seoul,265
970,2020-03-17,Busan,107
971,2020-03-17,Daegu,6098
972,2020-03-17,Incheon,31
973,2020-03-17,Gwangju,16
974,2020-03-17,Daejeon,22
975,2020-03-17,Ulsan,28
977,2020-03-17,Gyeonggi-do,262
978,2020-03-17,Gangwon-do,29
979,2020-03-17,Chungcheongbuk-do,31
980,2020-03-17,Chungcheongnam-do,115
981,2020-03-17,Jeollabuk-do,7
982,2020-03-17,Jeollanam-do,4
983,2020-03-17,Gyeongsangbuk-do,1169
984,2020-03-17,Gyeongsangnam-do,86
985,2020-03-17,Jeju-do,4
986,2020-03-18,Seoul,270
987,2020-03-18,Busan,107
988,2020-03-18,Daegu,6144
989,2020-03-18,Incheon,32
990,2020-03-18,Gwangju,17
991,2020-03-18,Daejeon,22
992,2020-03-18,Ulsan,30
994,2020-03-18,Gyeonggi-do,277
995,2020-03-18,Gangwon-do,30
996,2020-03-18,Chungcheongbuk-do,32
997,2020-03-18,Chungcheongnam-do,118
998,2020-03-18,Jeollabuk-do,9
999,2020-03-18,Jeollanam-do,5
1000,2020-03-18,Gyeongsangbuk-do,1178
1001,2020-03-18,Gyeongsangnam-do,86
1002,2020-03-18,Jeju-do,4
1003,2020-03-19,Seoul,282
1004,2020-03-19,Busan,107
1005,2020-03-19,Daegu,6241
1006,2020-03-19,Incheon,32
1007,2020-03-19,Gwangju,17
1008,2020-03-19,Daejeon,22
1009,2020-03-19,Ulsan,36
1011,2020-03-19,Gyeonggi-do,295
1012,2020-03-19,Gangwon-do,30
1013,2020-03-19,Chungcheongbuk-do,33
1014,2020-03-19,Chungcheongnam-do,118
1015,2020-03-19,Jeollabuk-do,10
1016,2020-03-19,Jeollanam-do,5
1017,2020-03-19,Gyeongsangbuk-do,1190
1018,2020-03-19,Gyeongsangnam-do,86
1019,2020-03-19,Jeju-do,4
1020,2020-03-20,Seoul,299
1021,2020-03-20,Busan,108
1022,2020-03-20,Daegu,6275
1023,2020-03-20,Incheon,36
1024,2020-03-20,Gwangju,18
1025,2020-03-20,Daejeon,22
1026,2020-03-20,Ulsan,36
1028,2020-03-20,Gyeonggi-do,309
1029,2020-03-20,Gangwon-do,30
1030,2020-03-20,Chungcheongbuk-do,33
1031,2020-03-20,Chungcheongnam-do,119
1032,2020-03-20,Jeollabuk-do,10
1033,2020-03-20,Jeollanam-do,5
1034,2020-03-20,Gyeongsangbuk-do,1203
1035,2020-03-20,Gyeongsangnam-do,87
1036,2020-03-20,Jeju-do,4
1037,2020-03-21,Seoul,314
1038,2020-03-21,Busan,108
1039,2020-03-21,Daegu,6344
1040,2020-03-21,Incheon,40
1041,2020-03-21,Gwangju,18
1042,2020-03-21,Daejeon,22
1043,2020-03-21,Ulsan,36
1045,2020-03-21,Gyeonggi-do,321
1046,2020-03-21,Gangwon-do,30
1047,2020-03-21,Chungcheongbuk-do,34
1048,2020-03-21,Chungcheongnam-do,119
1049,2020-03-21,Jeollabuk-do,10
1050,2020-03-21,Jeollanam-do,5
1051,2020-03-21,Gyeongsangbuk-do,1243
1052,2020-03-21,Gyeongsangnam-do,87
1053,2020-03-21,Jeju-do,4
1054,2020-03-22,Seoul,324
1055,2020-03-22,Busan,108
1056,2020-03-22,Daegu,6387
1057,2020-03-22,Incheon,40
1058,2020-03-22,Gwangju,19
1059,2020-03-22,Daejeon,24
1060,2020-03-22,Ulsan,36
1062,2020-03-22,Gyeonggi-do,337
1063,2020-03-22,Gangwon-do,30
1064,2020-03-22,Chungcheongbuk-do,35
1065,2020-03-22,Chungcheongnam-do,120
1066,2020-03-22,Jeollabuk-do,10
1067,2020-03-22,Jeollanam-do,6
1068,2020-03-22,Gyeongsangbuk-do,1254
1069,2020-03-22,Gyeongsangnam-do,88
1070,2020-03-22,Jeju-do,4
1071,2020-03-23,Seoul,330
1072,2020-03-23,Busan,109
1073,2020-03-23,Daegu,6411
1074,2020-03-23,Incheon,40
1075,2020-03-23,Gwangju,19
1076,2020-03-23,Daejeon,24
1077,2020-03-23,Ulsan,36
1079,2020-03-23,Gyeonggi-do,351
1080,2020-03-23,Gangwon-do,30
1081,2020-03-23,Chungcheongbuk-do,37
1082,2020-03-23,Chungcheongnam-do,120
1083,2020-03-23,Jeollabuk-do,10
1084,2020-03-23,Jeollanam-do,6
1085,2020-03-23,Gyeongsangbuk-do,1256
1086,2020-03-23,Gyeongsangnam-do,89
1087,2020-03-23,Jeju-do,4
1088,2020-03-24,Seoul,334
1089,2020-03-24,Busan,111
1090,2020-03-24,Daegu,6442
1091,2020-03-24,Incheon,41
1092,2020-03-24,Gwangju,19
1093,2020-03-24,Daejeon,24
1094,2020-03-24,Ulsan,36
1096,2020-03-24,Gyeonggi-do,366
1097,2020-03-24,Gangwon-do,30
1098,2020-03-24,Chungcheongbuk-do,38
1099,2020-03-24,Chungcheongnam-do,120
1100,2020-03-24,Jeollabuk-do,10
1101,2020-03-24,Jeollanam-do,6
1102,2020-03-24,Gyeongsangbuk-do,1257
1103,2020-03-24,Gyeongsangnam-do,90
1104,2020-03-24,Jeju-do,4
1105,2020-03-25,Seoul,347
1106,2020-03-25,Busan,112
1107,2020-03-25,Daegu,6456
1108,2020-03-25,Incheon,42
1109,2020-03-25,Gwangju,19
1110,2020-03-25,Daejeon,24
1111,2020-03-25,Ulsan,37
1113,2020-03-25,Gyeonggi-do,387
1114,2020-03-25,Gangwon-do,31
1115,2020-03-25,Chungcheongbuk-do,38
1116,2020-03-25,Chungcheongnam-do,123
1117,2020-03-25,Jeollabuk-do,10
1118,2020-03-25,Jeollanam-do,8
1119,2020-03-25,Gyeongsangbuk-do,1262
1120,2020-03-25,Gyeongsangnam-do,90
1121,2020-03-25,Jeju-do,6
1122,2020-03-26,Seoul,360
1123,2020-03-26,Busan,112
1124,2020-03-26,Daegu,6482
1125,2020-03-26,Incheon,43
1126,2020-03-26,Gwangju,19
1127,2020-03-26,Daejeon,30
1128,2020-03-26,Ulsan,37
1130,2020-03-26,Gyeonggi-do,401
1131,2020-03-26,Gangwon-do,31
1132,2020-03-26,Chungcheongbuk-do,39
1133,2020-03-26,Chungcheongnam-do,124
1134,2020-03-26,Jeollabuk-do,10
1135,2020-03-26,Jeollanam-do,8
1136,2020-03-26,Gyeongsangbuk-do,1274
1137,2020-03-26,Gyeongsangnam-do,90
1138,2020-03-26,Jeju-do,6
1139,2020-03-27,Seoul,372
1140,2020-03-27,Busan,113
1141,2020-03-27,Daegu,6516
1142,2020-03-27,Incheon,46
1143,2020-03-27,Gwangju,20
1144,2020-03-27,Daejeon,31
1145,2020-03-27,Ulsan,39
1147,2020-03-27,Gyeonggi-do,412
1148,2020-03-27,Gangwon-do,31
1149,2020-03-27,Chungcheongbuk-do,41
1150,2020-03-27,Chungcheongnam-do,124
1151,2020-03-27,Jeollabuk-do,10
1152,2020-03-27,Jeollanam-do,8
1153,2020-03-27,Gyeongsangbuk-do,1283
1154,2020-03-27,Gyeongsangnam-do,91
1155,2020-03-27,Jeju-do,7
1156,2020-03-28,Seoul,390
1157,2020-03-28,Busan,114
1158,2020-03-28,Daegu,6587
1159,2020-03-28,Incheon,51
1160,2020-03-28,Gwangju,20
1161,2020-03-28,Daejeon,31
1162,2020-03-28,Ulsan,39
1164,2020-03-28,Gyeonggi-do,433
1165,2020-03-28,Gangwon-do,32
1166,2020-03-28,Chungcheongbuk-do,41
1167,2020-03-28,Chungcheongnam-do,126
1168,2020-03-28,Jeollabuk-do,10
1169,2020-03-28,Jeollanam-do,8
1170,2020-03-28,Gyeongsangbuk-do,1285
1171,2020-03-28,Gyeongsangnam-do,91
1172,2020-03-28,Jeju-do,8
1173,2020-03-29,Seoul,410
1174,2020-03-29,Busan,117
1175,2020-03-29,Daegu,6610
1176,2020-03-29,Incheon,58
1177,2020-03-29,Gwangju,20
1178,2020-03-29,Daejeon,34
1179,2020-03-29,Ulsan,39
1181,2020-03-29,Gyeonggi-do,448
1182,2020-03-29,Gangwon-do,34
1183,2020-03-29,Chungcheongbuk-do,41
1184,2020-03-29,Chungcheongnam-do,127
1185,2020-03-29,Jeollabuk-do,12
1186,2020-03-29,Jeollanam-do,9
1187,2020-03-29,Gyeongsangbuk-do,1287
1188,2020-03-29,Gyeongsangnam-do,94
1189,2020-03-29,Jeju-do,8
1190,2020-03-30,Seoul,426
1191,2020-03-30,Busan,118
1192,2020-03-30,Daegu,6624
1193,2020-03-30,Incheon,58
1194,2020-03-30,Gwangju,20
1195,2020-03-30,Daejeon,34
1196,2020-03-30,Ulsan,39
1198,2020-03-30,Gyeonggi-do,463
1199,2020-03-30,Gangwon-do,36
1200,2020-03-30,Chungcheongbuk-do,44
1201,2020-03-30,Chungcheongnam-do,127
1202,2020-03-30,Jeollabuk-do,13
1203,2020-03-30,Jeollanam-do,9
1204,2020-03-30,Gyeongsangbuk-do,1298
1205,2020-03-30,Gyeongsangnam-do,95
1206,2020-03-30,Jeju-do,9
1207,2020-03-31,Seoul,450
1208,2020-03-31,Busan,119
1209,2020-03-31,Daegu,6684
1210,2020-03-31,Incheon,64
1211,2020-03-31,Gwangju,20
1212,2020-03-31,Daejeon,36
1213,2020-03-31,Ulsan,39
1215,2020-03-31,Gyeonggi-do,476
1216,2020-03-31,Gangwon-do,36
1217,2020-03-31,Chungcheongbuk-do,44
1218,2020-03-31,Chungcheongnam-do,128
1219,2020-03-31,Jeollabuk-do,13
1220,2020-03-31,Jeollanam-do,9
1221,2020-03-31,Gyeongsangbuk-do,1300
1222,2020-03-31,Gyeongsangnam-do,96
1223,2020-03-31,Jeju-do,9
1224,2020-04-01,Seoul,474
1225,2020-04-01,Busan,122
1226,2020-04-01,Daegu,6704
1227,2020-04-01,Incheon,69
1228,2020-04-01,Gwangju,24
1229,2020-04-01,Daejeon,36
1230,2020-04-01,Ulsan,39
1232,2020-04-01,Gyeonggi-do,499
1233,2020-04-01,Gangwon-do,38
1234,2020-04-01,Chungcheongbuk-do,44
1235,2020-04-01,Chungcheongnam-do,131
1236,2020-04-01,Jeollabuk-do,14
1237,2020-04-01,Jeollanam-do,12
1238,2020-04-01,Gyeongsangbuk-do,1302
1239,2020-04-01,Gyeongsangnam-do,100
1240,2020-04-01,Jeju-do,9
1241,2020-04-02,Seoul,488
1242,2020-04-02,Busan,122
1243,2020-04-02,Daegu,6725
1244,2020-04-02,Incheon,73
1245,2020-04-02,Gwangju,25
1246,2020-04-02,Daejeon,36
1247,2020-04-02,Ulsan,40
1249,2020-04-02,Gyeonggi-do,516
1250,2020-04-02,Gangwon-do,39
1251,2020-04-02,Chungcheongbuk-do,44
1252,2020-04-02,Chungcheongnam-do,133
1253,2020-04-02,Jeollabuk-do,14
1254,2020-04-02,Jeollanam-do,14
1255,2020-04-02,Gyeongsangbuk-do,1304
1256,2020-04-02,Gyeongsangnam-do,106
1257,2020-04-02,Jeju-do,9
1258,2020-04-03,Seoul,506
1259,2020-04-03,Busan,122
1260,2020-04-03,Daegu,6734
1261,2020-04-03,Incheon,74
1262,2020-04-03,Gwangju,26
1263,2020-04-03,Daejeon,36
1264,2020-04-03,Ulsan,40
1266,2020-04-03,Gyeonggi-do,539
1267,2020-04-03,Gangwon-do,41
1268,2020-04-03,Chungcheongbuk-do,45
1269,2020-04-03,Chungcheongnam-do,134
1270,2020-04-03,Jeollabuk-do,15
1271,2020-04-03,Jeollanam-do,15
1272,2020-04-03,Gyeongsangbuk-do,1309
1273,2020-04-03,Gyeongsangnam-do,107
1274,2020-04-03,Jeju-do,9
1275,2020-04-04,Seoul,528
1276,2020-04-04,Busan,122
1277,2020-04-04,Daegu,6761
1278,2020-04-04,Incheon,77
1279,2020-04-04,Gwangju,26
1280,2020-04-04,Daejeon,36
1281,2020-04-04,Ulsan,40
1283,2020-04-04,Gyeonggi-do,562
1284,2020-04-04,Gangwon-do,42
1285,2020-04-04,Chungcheongbuk-do,45
1286,2020-04-04,Chungcheongnam-do,135
1287,2020-04-04,Jeollabuk-do,15
1288,2020-04-04,Jeollanam-do,15
1289,2020-04-04,Gyeongsangbuk-do,1310
1290,2020-04-04,Gyeongsangnam-do,108
1291,2020-04-04,Jeju-do,9
1292,2020-04-05,Seoul,552
1293,2020-04-05,Busan,122
1294,2020-04-05,Daegu,6768
1295,2020-04-05,Incheon,79
1296,2020-04-05,Gwangju,27
1297,2020-04-05,Daejeon,37
1298,2020-04-05,Ulsan,40
1300,2020-04-05,Gyeonggi-do,572
1301,2020-04-05,Gangwon-do,45
1302,2020-04-05,Chungcheongbuk-do,45
1303,2020-04-05,Chungcheongnam-do,135
1304,2020-04-05,Jeollabuk-do,16
1305,2020-04-05,Jeollanam-do,15
1306,2020-04-05,Gyeongsangbuk-do,1314
1307,2020-04-05,Gyeongsangnam-do,109
1308,2020-04-05,Jeju-do,12
1309,2020-04-06,Seoul,563
1310,2020-04-06,Busan,122
1311,2020-04-06,Daegu,6781
1312,2020-04-06,Incheon,80
1313,2020-04-06,Gwangju,27
1314,2020-04-06,Daejeon,39
1315,2020-04-06,Ulsan,40
1317,2020-04-06,Gyeonggi-do,580
1318,2020-04-06,Gangwon-do,45
1319,2020-04-06,Chungcheongbuk-do,45
1320,2020-04-06,Chungcheongnam-do,136
1321,2020-04-06,Jeollabuk-do,16
1322,2020-04-06,Jeollanam-do,15
1323,2020-04-06,Gyeongsangbuk-do,1316
1324,2020-04-06,Gyeongsangnam-do,111
1325,2020-04-06,Jeju-do,12
1326,2020-04-07,Seoul,567
1327,2020-04-07,Busan,123
1328,2020-04-07,Daegu,6794
1329,2020-04-07,Incheon,80
1330,2020-04-07,Gwangju,27
1331,2020-04-07,Daejeon,39
1332,2020-04-07,Ulsan,40
1334,2020-04-07,Gyeonggi-do,590
1335,2020-04-07,Gangwon-do,47
1336,2020-04-07,Chungcheongbuk-do,45
1337,2020-04-07,Chungcheongnam-do,137
1338,2020-04-07,Jeollabuk-do,16
1339,2020-04-07,Jeollanam-do,15
1340,2020-04-07,Gyeongsangbuk-do,1317
1341,2020-04-07,Gyeongsangnam-do,112
1342,2020-04-07,Jeju-do,12
1343,2020-04-08,Seoul,578
1344,2020-04-08,Busan,125
1345,2020-04-08,Daegu,6803
1346,2020-04-08,Incheon,84
1347,2020-04-08,Gwangju,27
1348,2020-04-08,Daejeon,39
1349,2020-04-08,Ulsan,40
1351,2020-04-08,Gyeonggi-do,596
1352,2020-04-08,Gangwon-do,49
1353,2020-04-08,Chungcheongbuk-do,45
1354,2020-04-08,Chungcheongnam-do,137
1355,2020-04-08,Jeollabuk-do,17
1356,2020-04-08,Jeollanam-do,15
1357,2020-04-08,Gyeongsangbuk-do,1320
1358,2020-04-08,Gyeongsangnam-do,113
1359,2020-04-08,Jeju-do,12
1360,2020-04-09,Seoul,590
1361,2020-04-09,Busan,125
1362,2020-04-09,Daegu,6807
1363,2020-04-09,Incheon,84
1364,2020-04-09,Gwangju,27
1365,2020-04-09,Daejeon,39
1366,2020-04-09,Ulsan,40
1368,2020-04-09,Gyeonggi-do,606
1369,2020-04-09,Gangwon-do,49
1370,2020-04-09,Chungcheongbuk-do,45
1371,2020-04-09,Chungcheongnam-do,138
1372,2020-04-09,Jeollabuk-do,17
1373,2020-04-09,Jeollanam-do,15
1374,2020-04-09,Gyeongsangbuk-do,1320
1375,2020-04-09,Gyeongsangnam-do,115
1376,2020-04-09,Jeju-do,12
1377,2020-04-10,Seoul,595
1378,2020-04-10,Busan,126
1379,2020-04-10,Daegu,6807
1380,2020-04-10,Incheon,85
1381,2020-04-10,Gwangju,27
1382,2020-04-10,Daejeon,39
1383,2020-04-10,Ulsan,40
1385,2020-04-10,Gyeonggi-do,615
1386,2020-04-10,Gangwon-do,49
1387,2020-04-10,Chungcheongbuk-do,45
1388,2020-04-10,Chungcheongnam-do,138
1389,2020-04-10,Jeollabuk-do,17
1390,2020-04-10,Jeollanam-do,15
1391,2020-04-10,Gyeongsangbuk-do,1327
1392,2020-04-10,Gyeongsangnam-do,115
1393,2020-04-10,Jeju-do,12
1394,2020-04-11,Seoul,599
1395,2020-04-11,Busan,126
1396,2020-04-11,Daegu,6814
1397,2020-04-11,Incheon,85
1398,2020-04-11,Gwangju,27
1399,2020-04-11,Daejeon,39
1400,2020-04-11,Ulsan,41
1402,2020-04-11,Gyeonggi-do,624
1403,2020-04-11,Gangwon-do,49
1404,2020-04-11,Chungcheongbuk-do,45
1405,2020-04-11,Chungcheongnam-do,138
1406,2020-04-11,Jeollabuk-do,17
1407,2020-04-11,Jeollanam-do,15
1408,2020-04-11,Gyeongsangbuk-do,1330
1409,2020-04-11,Gyeongsangnam-do,115
1410,2020-04-11,Jeju-do,12
1411,2020-04-12,Seoul,602
1412,2020-04-12,Busan,126
1413,2020-04-12,Daegu,6816
1414,2020-04-12,Incheon,86
1415,2020-04-12,Gwangju,27
1416,2020-04-12,Daejeon,39
1417,2020-04-12,Ulsan,41
1419,2020-04-12,Gyeonggi-do,628
1420,2020-04-12,Gangwon-do,49
1421,2020-04-12,Chungcheongbuk-do,45
1422,2020-04-12,Chungcheongnam-do,139
1423,2020-04-12,Jeollabuk-do,17
1424,2020-04-12,Jeollanam-do,15
1425,2020-04-12,Gyeongsangbuk-do,1333
1426,2020-04-12,Gyeongsangnam-do,115
1427,2020-04-12,Jeju-do,12
1428,2020-04-13,Seoul,610
1429,2020-04-13,Busan,126
1430,2020-04-13,Daegu,6819
1431,2020-04-13,Incheon,87
1432,2020-04-13,Gwangju,27
1433,2020-04-13,Daejeon,39
1434,2020-04-13,Ulsan,41
1436,2020-04-13,Gyeonggi-do,631
1437,2020-04-13,Gangwon-do,49
1438,2020-04-13,Chungcheongbuk-do,45
1439,2020-04-13,Chungcheongnam-do,139
1440,2020-04-13,Jeollabuk-do,17
1441,2020-04-13,Jeollanam-do,15
1442,2020-04-13,Gyeongsangbuk-do,1337
1443,2020-04-13,Gyeongsangnam-do,115
1444,2020-04-13,Jeju-do,12
1445,2020-04-14,Seoul,612
1446,2020-04-14,Busan,126
1447,2020-04-14,Daegu,6822
1448,2020-04-14,Incheon,88
1449,2020-04-14,Gwangju,27
1450,2020-04-14,Daejeon,39
1451,2020-04-14,Ulsan,42
1453,2020-04-14,Gyeonggi-do,639
1454,2020-04-14,Gangwon-do,49
1455,2020-04-14,Chungcheongbuk-do,45
1456,2020-04-14,Chungcheongnam-do,139
1457,2020-04-14,Jeollabuk-do,17
1458,2020-04-14,Jeollanam-do,15
1459,2020-04-14,Gyeongsangbuk-do,1342
1460,2020-04-14,Gyeongsangnam-do,115
1461,2020-04-14,Jeju-do,12
1462,2020-04-15,Seoul,617
1463,2020-04-15,Busan,127
1464,2020-04-15,Daegu,6823
1465,2020-04-15,Incheon,88
1466,2020-04-15,Gwangju,28
1467,2020-04-15,Daejeon,39
1468,2020-04-15,Ulsan,42
1470,2020-04-15,Gyeonggi-do,645
1471,2020-04-15,Gangwon-do,51
1472,2020-04-15,Chungcheongbuk-do,45
1473,2020-04-15,Chungcheongnam-do,139
1474,2020-04-15,Jeollabuk-do,17
1475,2020-04-15,Jeollanam-do,15
1476,2020-04-15,Gyeongsangbuk-do,1348
1477,2020-04-15,Gyeongsangnam-do,115
1478,2020-04-15,Jeju-do,13
1479,2020-04-16,Seoul,619
1480,2020-04-16,Busan,130
1481,2020-04-16,Daegu,6827
1482,2020-04-16,Incheon,88
1483,2020-04-16,Gwangju,28
1484,2020-04-16,Daejeon,39
1485,2020-04-16,Ulsan,42
1487,2020-04-16,Gyeonggi-do,649
1488,2020-04-16,Gangwon-do,52
1489,2020-04-16,Chungcheongbuk-do,45
1490,2020-04-16,Chungcheongnam-do,139
1491,2020-04-16,Jeollabuk-do,17
1492,2020-04-16,Jeollanam-do,15
1493,2020-04-16,Gyeongsangbuk-do,1352
1494,2020-04-16,Gyeongsangnam-do,115
1495,2020-04-16,Jeju-do,13
1496,2020-04-17,Seoul,621
1497,2020-04-17,Busan,130
1498,2020-04-17,Daegu,6827
1499,2020-04-17,Incheon,89
1500,2020-04-17,Gwangju,30
1501,2020-04-17,Daejeon,40
1502,2020-04-17,Ulsan,42
1504,2020-04-17,Gyeonggi-do,650
1505,2020-04-17,Gangwon-do,52
1506,2020-04-17,Chungcheongbuk-do,45
1507,2020-04-17,Chungcheongnam-do,139
1508,2020-04-17,Jeollabuk-do,17
1509,2020-04-17,Jeollanam-do,15
1510,2020-04-17,Gyeongsangbuk-do,1356
1511,2020-04-17,Gyeongsangnam-do,115
1512,2020-04-17,Jeju-do,13
1513,2020-04-18,Seoul,622
1514,2020-04-18,Busan,130
1515,2020-04-18,Daegu,6830
1516,2020-04-18,Incheon,90
1517,2020-04-18,Gwangju,30
1518,2020-04-18,Daejeon,39
1519,2020-04-18,Ulsan,42
1521,2020-04-18,Gyeonggi-do,654
1522,2020-04-18,Gangwon-do,53
1523,2020-04-18,Chungcheongbuk-do,45
1524,2020-04-18,Chungcheongnam-do,141
1525,2020-04-18,Jeollabuk-do,17
1526,2020-04-18,Jeollanam-do,15
1527,2020-04-18,Gyeongsangbuk-do,1358
1528,2020-04-18,Gyeongsangnam-do,116
1529,2020-04-18,Jeju-do,13
1530,2020-04-19,Seoul,624
1531,2020-04-19,Busan,130
1532,2020-04-19,Daegu,6832
1533,2020-04-19,Incheon,91
1534,2020-04-19,Gwangju,30
1535,2020-04-19,Daejeon,39
1536,2020-04-19,Ulsan,42
1538,2020-04-19,Gyeonggi-do,654
1539,2020-04-19,Gangwon-do,53
1540,2020-04-19,Chungcheongbuk-do,45
1541,2020-04-19,Chungcheongnam-do,141
1542,2020-04-19,Jeollabuk-do,17
1543,2020-04-19,Jeollanam-do,15
1544,2020-04-19,Gyeongsangbuk-do,1359
1545,2020-04-19,Gyeongsangnam-do,116
1546,2020-04-19,Jeju-do,13
1547,2020-04-20,Seoul,624
1548,2020-04-20,Busan,132
1549,2020-04-20,Daegu,6833
1550,2020-04-20,Incheon,92
1551,2020-04-20,Gwangju,30
1552,2020-04-20,Daejeon,39
1553,2020-04-20,Ulsan,43
1555,2020-04-20,Gyeonggi-do,656
1556,2020-04-20,Gangwon-do,53
1557,2020-04-20,Chungcheongbuk-do,45
1558,2020-04-20,Chungcheongnam-do,141
1559,2020-04-20,Jeollabuk-do,17
1560,2020-04-20,Jeollanam-do,15
1561,2020-04-20,Gyeongsangbuk-do,1361
1562,2020-04-20,Gyeongsangnam-do,116
1563,2020-04-20,Jeju-do,13
1564,2020-04-21,Seoul,626
1565,2020-04-21,Busan,132
1566,2020-04-21,Daegu,6835
1567,2020-04-21,Incheon,92
1568,2020-04-21,Gwangju,30
1569,2020-04-21,Daejeon,39
1570,2020-04-21,Ulsan,43
1572,2020-04-21,Gyeonggi-do,658
1573,2020-04-21,Gangwon-do,53
1574,2020-04-21,Chungcheongbuk-do,45
1575,2020-04-21,Chungcheongnam-do,141
1576,2020-04-21,Jeollabuk-do,17
1577,2020-04-21,Jeollanam-do,15
1578,2020-04-21,Gyeongsangbuk-do,1361
1579,2020-04-21,Gyeongsangnam-do,116
1580,2020-04-21,Jeju-do,13
1581,2020-04-22,Seoul,628
1582,2020-04-22,Busan,134
1583,2020-04-22,Daegu,6836
1584,2020-04-22,Incheon,92
1585,2020-04-22,Gwangju,30
1586,2020-04-22,Daejeon,40
1587,2020-04-22,Ulsan,43
1589,2020-04-22,Gyeonggi-do,658
1590,2020-04-22,Gangwon-do,53
1591,2020-04-22,Chungcheongbuk-do,45
1592,2020-04-22,Chungcheongnam-do,141
1593,2020-04-22,Jeollabuk-do,17
1594,2020-04-22,Jeollanam-do,15
1595,2020-04-22,Gyeongsangbuk-do,1363
1596,2020-04-22,Gyeongsangnam-do,117
1597,2020-04-22,Jeju-do,13
1598,2020-04-23,Seoul,628
1599,2020-04-23,Busan,135
1600,2020-04-23,Daegu,6840
1601,2020-04-23,Incheon,92
1602,2020-04-23,Gwangju,30
1603,2020-04-23,Daejeon,40
1604,2020-04-23,Ulsan,43
1606,2020-04-23,Gyeonggi-do,659
1607,2020-04-23,Gangwon-do,53
1608,2020-04-23,Chungcheongbuk-do,45
1609,2020-04-23,Chungcheongnam-do,141
1610,2020-04-23,Jeollabuk-do,17
1611,2020-04-23,Jeollanam-do,15
1612,2020-04-23,Gyeongsangbuk-do,1363
1613,2020-04-23,Gyeongsangnam-do,117
1614,2020-04-23,Jeju-do,13
1615,2020-04-24,Seoul,628
1616,2020-04-24,Busan,136
1617,2020-04-24,Daegu,6842
1618,2020-04-24,Incheon,92
1619,2020-04-24,Gwangju,30
1620,2020-04-24,Daejeon,40
1621,2020-04-24,Ulsan,43
1623,2020-04-24,Gyeonggi-do,660
1624,2020-04-24,Gangwon-do,53
1625,2020-04-24,Chungcheongbuk-do,45
1626,2020-04-24,Chungcheongnam-do,141
1627,2020-04-24,Jeollabuk-do,17
1628,2020-04-24,Jeollanam-do,15
1629,2020-04-24,Gyeongsangbuk-do,1364
1630,2020-04-24,Gyeongsangnam-do,117
1631,2020-04-24,Jeju-do,13
1632,2020-04-25,Seoul,629
1633,2020-04-25,Busan,136
1634,2020-04-25,Daegu,6845
1635,2020-04-25,Incheon,92
1636,2020-04-25,Gwangju,30
1637,2020-04-25,Daejeon,40
1638,2020-04-25,Ulsan,43
1640,2020-04-25,Gyeonggi-do,662
1641,2020-04-25,Gangwon-do,53
1642,2020-04-25,Chungcheongbuk-do,45
1643,2020-04-25,Chungcheongnam-do,141
1644,2020-04-25,Jeollabuk-do,17
1645,2020-04-25,Jeollanam-do,15
1646,2020-04-25,Gyeongsangbuk-do,1364
1647,2020-04-25,Gyeongsangnam-do,117
1648,2020-04-25,Jeju-do,13
1649,2020-04-26,Seoul,629
1650,2020-04-26,Busan,137
1651,2020-04-26,Daegu,6846
1652,2020-04-26,Incheon,92
1653,2020-04-26,Gwangju,30
1654,2020-04-26,Daejeon,40
1655,2020-04-26,Ulsan,43
1657,2020-04-26,Gyeonggi-do,668
1658,2020-04-26,Gangwon-do,53
1659,2020-04-26,Chungcheongbuk-do,45
1660,2020-04-26,Chungcheongnam-do,141
1661,2020-04-26,Jeollabuk-do,18
1662,2020-04-26,Jeollanam-do,15
1663,2020-04-26,Gyeongsangbuk-do,1364
1664,2020-04-26,Gyeongsangnam-do,117
1665,2020-04-26,Jeju-do,13
1666,2020-04-27,Seoul,629
1667,2020-04-27,Busan,137
1668,2020-04-27,Daegu,6847
1669,2020-04-27,Incheon,92
1670,2020-04-27,Gwangju,30
1671,2020-04-27,Daejeon,40
1672,2020-04-27,Ulsan,43
1674,2020-04-27,Gyeonggi-do,671
1675,2020-04-27,Gangwon-do,53
1676,2020-04-27,Chungcheongbuk-do,45
1677,2020-04-27,Chungcheongnam-do,142
1678,2020-04-27,Jeollabuk-do,18
1679,2020-04-27,Jeollanam-do,15
1680,2020-04-27,Gyeongsangbuk-do,1364
